rt_seq_hash	family	n_genomes	n_species	n_genera	n_source_databases	n_physical_loci	unit	denominator
774c535c00fb25ba029fa016506f27d443d9dbde428a6c4b693bd607469e66b2	RVT-GII	229	7	2	3	204	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1c03596fa1569d63a5bbe784d538eb61ac3b59128fd9c93f7b0de76d102c46f5	RVT-GII	228	19	16	4	207	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bd90414c08c0063688ea136147623459eea389d7971160c258d707ae5a3e6ebe	RVT-DGRs	228	1	1	3	175	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
25bb209cd01386416e0e4aa287a600f4366c4090b59dc25b51faca372860a290	RVT-GII	228	9	2	2	635	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
01d4e4ceeca637fec91d1bf5528d3eb5001eaf6a51e12daf66c2daa73720107b	RVT-GII	226	1	1	2	114	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
111c2dc3fa1c0a8f3e22427fb8d43a0643bb0dc6edbb8aec4ae38fdb837792d8	RVT-GII	226	2	1	3	215	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0b80954c8f7741b2f7ba01b2ad42223be285c2aaab7522fff57e6c9b1cdf1f49	RVT-GII	226	2	2	1	226	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b72c6ca7ebaf180c328e052250f98f55b91e2ccc56f5e3817cb2da7768a9865d	RVT-GII	225	2	2	2	185	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
52b2908a1901a61184085119f36ef41881df2957fefe46779f1beb0d6bff6a2a	other	225	2	2	2	118	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
97358adac28469b422481ab0c7e0883a1589e170cf4a7d049d84567fceed946d	RVT-GII	225	1	1	2	207	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f754e21fca7f44c36f5c2c99e77c7a625af75a3bf06ede90cee1d210ae97c7f6	RVT-GII	225	111	60	4	211	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9198d4e048eee1f071dd588114561dc19c2bfbe030abe6c8cecde4e28637fece	RVT-GII	224	1	1	2	223	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
343476a998e8dd0ea9ba547e47975fd955d5e36e0fc6cd125c77d89184bbaf03	RVT-DGRs	224	13	6	2	216	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3a52165849591113904a98adec22ab238e01e37dd7329e09c607e3503cf855df	RVT-GII	223	4	2	2	416	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4e311d026dac3712beb3f7593e5b6088aac471d157b8c064732f382355b8d96f	RVT-GII	223	4	3	3	193	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d867aecb55f83fee7aa36fa6a5888faecdbfc8ca9a0e9a90d8915be79fd24a10	Retron	223	3	2	3	217	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
558bb153983aedb7c7251190e5abed636632e07c5d0df214ffe962e24841a393	RVT-GII	223	2	1	3	198	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ff5ba7e889160242a3eacb7307368d384247af0f13d0e8ca300ea93beaa22884	Retron	222	5	2	2	221	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
08e6bac32d082f3cdff4eada5b0cb0cb0923240fa047f1a58b4c7da596384889	RVT-UG5	222	3	1	3	200	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5bb9494cd75a74937d1606ac4daada97e5fa0207a09f42f4a85aab3358bd59ce	RVT-GII	222	4	3	3	218	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
46080fb8ef421b84b8fa240d2c1fd65fae15fb80f120f6882b052dcab0ae715e	RVT-GII	221	23	17	4	213	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d428dce482f19700ff7b4755f2efe90287409093f25c0aab47c0ca97b0177e93	RVT-UG3	221	2	1	3	203	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c6e7605cf3dfa8aa8095c7f8b0e186f305309adf6b85f025d97dbe13d8e7db85	RVT-GII	221	3	2	1	221	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
15d2cd8acbb2b99eb635117d12c68761a5d16505d519df6e2fd10f98c31c9652	RVT-GII	220	7	3	3	192	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d3c90812b5725840aab028e30ca288edb566d0d591f25a469b0d00c95ef66ee0	RVT-GII	220	2	2	3	197	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
47e22db8c88a6029acc44956d733f8a44995846d442577a9b111aaa845e1c7ce	RVT-DGRs	220	23	8	4	206	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
93bdcf5d58243dd3122af58117fdbbfe92d6fe1d65f2d2f1772dcd9304c2dbc1	Retron	220	2	1	2	233	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3c49b587b1e04fe5bf9056b8f8139e680a615e849e5489d8a354c49367dbe03b	RVT-UG3	219	1	1	2	261	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3dd3b4abee057280802d3dfbc59944a2436edb1fb85e3e5af301b7d7679cd993	RVT-GII	219	1	1	3	206	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e99fc34050bba4eb1bc45a9b6c049ce414c7a4d4a3d151f1fd947dd05189afed	Retron	219	2	1	2	173	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0dfdedc7da6f78808b208b9db253587811459f1037a53c9b8d25a7279f7a2aef	Retron	218	6	6	4	172	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6ea236a5be4622d32698bbc70f1b3680fc17e7c82880f06a8812a9b1a3a2f369	Retron	218	2	1	3	194	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2f941f27f394b938393a13ffe1b8097f57ffef7a9bd6f5b17545e2b36139310e	RVT-AbiP2	218	4	3	3	191	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9276ffad6808e3487a4f08ecf4b71b8d9d0f21fa17cb49561b7bc6a719a7bc84	Retron	218	1	1	2	120	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f6a5df90d4b410b8bdd1964f768e505e499df9a5e58e85ad3a39f22d600c9916	RVT-GII	218	1	1	2	195	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
eb9d91d4c79c9de654dcadda329f2d28bf751a9f4575fb45b7909673410800ba	RVT-UG4	217	3	2	4	179	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f9e3398f6619edb79d561b92b7169f77fcf7172323b29740d44bda26e97dddaa	RVT-GII	217	19	6	2	188	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d7f498a6946effe9fb15501e44a96543134476ee9137f878989895aa829991a4	Retron	216	4	1	2	194	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ca8da6870c80536b294de132ca5b2b6ca4c81b64a8cb30eebd0105b9ef0dba2b	RVT-UG3	216	3	2	2	260	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2b0e7f41698cf475dcd189a2ae55adb438a43f5cfec81bfb5dcfe3167b00ba7f	RVT-UG8	216	2	1	3	199	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9ca0220f3501d08c8b6cbfed91e1608d69dec9f29bd0092828e9fc2474cbe9f7	RVT-UG3	216	2	1	2	164	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e884a21a75015956d35fd58eab2855d5898dae9db0f44054ba95cdc175cbed64	Retron	216	1	1	2	204	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
42f2453c66b346d9670c902593a9ff8f09aa6a1f0a12820aee0a0d6f55bc012a	Retron	216	2	1	3	188	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0508a91864db110fb8eb4b11c9312bdea2d17d4f8088803ada7012454d624d77	RVT-GII	216	12	6	3	275	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
039a39ee5712b542196f01a0ac93fc1ad412c1dbd6b7ca206e40e7d9f30842d2	RVT-DGRs	215	28	7	4	190	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
01b4b77816819de32f730dca80409483c986d9de9753c78cf02f4675babf0591	RVT-GII	215	4	2	2	182	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a6d0b622ae4cd498b601c6f9da86d73ce80ddcae64f315e41d316d577a80b1eb	RVT-DGRs	215	13	8	4	213	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
11987ebb22e1b25fd242ee8bf4d91c1e87188e535e1ce4024ff686def8439721	RVT-GII	215	4	2	1	215	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
cb32f5e0053d29a1caba6e8cd038d5ca75b6302c3b7432c55e9f18c1fccdac0e	RVT-DGRs	214	29	8	4	174	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
15efe003b70e2547ecc4355828b672f5bb42bf9b76677175352a263f5a700cf9	Retron	214	1	1	3	182	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a0e7bb31b59e11b77f9f3c0a6628f32bdfc6f0b208e0eafb4ba1bb3ae42eaf0e	RVT-GII	213	22	10	4	198	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bc8b163a4c7b9de6052f2de47082f16c6cdfd661b771536224028dd73abd95b5	RVT-GII	213	1	1	2	113	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6259e93a7a4d6d61033e4a2f4a09b8e55cac97cf58a4f02ad10c68a6198ff44a	RVT-GII	212	2	2	2	202	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fe98f09b89acda13916ed95e297d05e87bf3b5a5372ad11477d741e50d46177b	Retron	212	2	2	3	171	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4ef8999e6c3ffc1d7d5c56f9dc18afb401f5a897efa5cc4ff80b3c99c95e100d	RVT-GII	212	1	1	2	210	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2c0e01a8ecae8bc5b624c33ccff5eba6118a4498edbcf3e22e9dcdd935481a56	Retron	212	1	1	2	208	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c03e3abcb7d16c8fb4d08bb9678246d6d28cd9b8367f9e2793191ed527e19e97	Retron	211	5	2	3	141	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
200468e6a517573060a2bf6c3509d2125b370ad2a73280f6f778aac5a3948f51	Retron	211	1	1	1	211	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5dded13c558fa5c4954af32d81cc8775f994cf8a4732dff909c830568f9c5f93	Retron	211	2	2	3	192	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
94e7df99ca00e7994408ef4e43c66ac89ece3a342598541c001c32435b727422	RVT-GII	211	1	1	3	221	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
58202228ca4d6d070977a67bc481ec23d834c72eb9dd0d3f13d92dc02f3ec8aa	RVT-GII	210	3	3	3	199	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7ef3566e19e2b64da375c506b67f44f4c908ce4e01e750379c4d2c7b88969108	RVT-UG3	209	2	1	2	178	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1f8e32b5a9189b894aec0d8b5a62d1741c7fa23d54d37e64e647f8dacf10c2f6	RVT-GII	209	72	41	4	200	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
aa5a819b5cb30458939f4e61caf228800c73c3bc37645a31ad3f4c8dad519d2c	RVT-GII	208	7	3	3	164	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fdb6bc63e37bc4624900deb1ddfa043505be4572000e89f4f584d4c3c93c60e8	Retron	208	16	6	3	170	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
72e1cdbd82df91b3d4888560b980e273bb0ea7df140633cb4ae7bb960ba4044d	RVT-UG8	208	1	1	2	287	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fd2da263ab3d5f3f3f77e84ce09b23ba5a62463b07f0fae3ddee01781858ceee	other	208	4	1	2	150	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
59df954f3a92c4b1fd173b313d1b1a1a6d867f431950b120085a5a518fb9ac30	RVT-GII	208	81	37	3	209	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
eb22004e8d0f52e6bb1e4c2d8e3927df4eacecfc9bec036f31a0b1449a1fbe1b	RVT-GII	207	1	1	1	207	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a6dbcf46589aab1868b00c98363dfc0cd50d7678f9a321dc9a589be21b689dcf	other	206	5	3	4	160	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6b3921d56c91c6e9a75708067c30ad68fd89070e6a065e3471ec564d4d158801	RVT-DGRs	206	14	9	2	206	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
47e184767234001386e52142e13546b9ec92e785682ecc097faf228448045e81	RVT-GII	206	28	9	4	173	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
165f465bbf25297f4e2a35bdb0f826d6af2a430f0f568a46000cfc40c33d950f	other	205	2	2	2	195	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1ea1697ad4b97267f9e078ceee5d7e82cd8ac61b3a0bd2471e0f9aaf60685d93	RVT-GII	205	1	1	2	175	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
35315498267a010efc057de3f4ed932b9758f69a23aaa9b832e63749de282811	Retron	205	25	8	3	175	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bf08b00b5c27fc87c8368a456a0367207d85969aadc6a135be1ec8a3d80b8858	other	205	2	2	3	186	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3d225b539c351c0bd273131725d09e5960ee692526d8710d4ab1bd795e2ba0bc	RVT-GII	205	15	7	3	231	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2df029df1567c78357165901fdd8517fc9eb13c91bce6a2222bfb25e0ab0473a	Retron	204	2	2	2	154	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
dce3750c2f021943118bc656423ee6147d38df1ceabe9448214e63b6581b099b	RVT-GII	204	2	2	2	203	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3628c3ab5ac380aca4b4b1b7f562550d17740125045b800d8cd3405fdae4fe36	RVT-GII	204	13	7	3	155	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b751c4f14c82f596e5ca7d3897068de6d11138749717774965d2ef7080b8e1d1	RVT-GII	204	57	33	4	223	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c73500c780868b62b049dfe6b74335551dc36dbc185892fef3806097256343bb	RVT-GII	203	1	1	2	188	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
98715801957f20d445bb7e9906448c463d73009a717bb0c8e398988b80cd5299	RVT-GII	202	5	4	2	172	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
459ac55f69ab0696e1f88fabaf1f0cbd1c83313be5a64b420ad7efefa760a4fb	RVT-GII	202	3	2	3	275	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c9b9394e2f3904c1f7553ae71fb5a810b0e58ea338453a81afb8261f9a57eb00	Retron	202	2	1	3	186	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fd3cc0fadd1cf612b3e2e6a2c9d8129cd43352754a8de469af599c744cbc01d7	Retron	202	21	6	3	155	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f8edca139e7ca08fc58c081281069016f34391bed122329f451082c0b882aff0	RVT-AbiP2	201	3	2	2	162	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
642e46bf180d237c2f414cf099984b679e0cd24ff1c582fc76fd2e9c30d3a706	RVT-GII	201	5	4	2	198	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bd86628c274d1496cb099422ed10589bb4e93880c3cddc2b7d1a50a5f5721d59	Retron	201	1	1	3	176	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7c63f60c6b0e6c28bc121f8547c906171f760caa2779453e7179e6bced2c0d68	Retron	201	3	1	2	144	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2e3b6856c0588555169eaa9a4e63d43a465d265f200ab56298d076ec552a4d38	RVT-GII	200	1	1	3	187	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7fc152679e387a91e525aebd382d392836851acf62a1079b97f49505b5f54d87	RVT-DGRs	199	2	2	2	102	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
48d8c1b87edb485706a890bdbcfe3d37d64012f79e425f0e1f76a0381d071485	Retron	199	25	15	4	170	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
63b76bb8890544b801b8a405c9316d6ff65d4373f65473851cd86882666374e0	other	198	5	1	3	157	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2447ce30af1344b62bb4184d2e43b49f61fae0aadf49f902780a4bbbca3eb2b4	RVT-UG3	198	2	1	2	233	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0f71d4240c22598c9aae1a54bd6638547c93bf2e80d9d2e805a9125a25e16c86	RVT-GII	198	1	1	1	198	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f2627ead8364e002fbd0707a1a6401747d9db696d637ba3c3dc8efb4d5bf25bc	RVT-GII	198	13	7	2	197	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7988199c4771d6311e53d7c799a9dd824ba7c2cd0fc24d3651fee9003367e94a	other	198	14	7	4	168	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ec018086ea1dd36108588668401086b3bd2ec9339e934c9cd27bd19198a4b1fa	RVT-GII	198	1	1	2	185	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7b4cda7f24838aca6235137d6f7fd3ee54748dc30becbef7c712f40963f28b48	RVT-GII	197	16	10	3	176	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5f8b0c980514d4ae8cc2b007d3d9beb6ed5dfbbd8644165fe187e663eb9b68aa	RVT-GII	197	2	1	2	167	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
43f06ac5358fd1d187f1965240c55a9188bdd5b43fbaa6bd4cbcbd899a6e7ff3	RVT-AbiP2	197	1	1	2	196	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ef8ed23d5192ff5cc45ab4885f3cca9cd31cc87048f6222c4f804a86e7b0ffc9	RVT-GII	197	3	2	3	175	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f4c9c2764c272306f4e26f10a6a68d71501c0d5bb58e727383e81672b3f88d52	RVT-GII	196	7	2	3	183	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
18330accbf0ee68340841f92cb9f18a85a6b5815deeb62ac2e68f7c79cfabaf3	RVT-GII	196	1	1	2	183	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
036014dd37fb1add8dd9422f266a7020f5189bd9e87562842d456235af569157	RVT-GII	196	3	2	1	196	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
114e7a424978f5f1fcf4de5be6a8ea104be97ca8685d7e8095ec861f03e2c9fd	RVT-GII	196	4	3	3	192	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a3f3f472c40aa687dcd81a8ad0ba78c851805aed15e49005b4dfaa1d65c3c165	RVT-GII	196	1	1	2	174	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
8e335a3029aa448da196177f88344d28f51c89a92feca10708748fb801bc9728	Retron	195	9	7	4	195	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ececf4b0702919c556d7081d5be5361ffc056d7761c2594c91132ba4cd6cdc5d	other	195	9	6	4	152	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c1cf94dc41e564cf47cb8dc60dddacb2b31d095358ca27b6bad2f4299850b453	RVT-GII	195	21	11	4	132	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e9cfab9bc05abca75fb5ecf608a593c8c710b8b54b543d001ba1cd071dd1e664	Retron	195	9	5	4	164	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3626b36aba120cb3fdfff2decbe2b13eee0d1a1edcdd72ab5f46ab7405aba47c	Retron	195	7	4	4	143	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c796f10bc3318ea6ce65e71ec7cad8de3a9d5dbd65cd32c3a7e2d66bbec4223c	RVT-GII	194	4	2	2	163	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
948a6a2dcb0ad5d7f9535c2f0b4eae20e09a2ee5b7d16cbd29411e9a7d52e8e0	RVT-GII	194	1	1	2	108	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7c81add67221ba1dfc4d28b9ad022cfdca3f9f35e49c147e8866ef3a4aca0fe5	RVT-UG3	194	6	2	2	142	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
165eecfb4e259a446722997dbe242775d16bdc343022d37f87f16b4a53a4feb5	RVT-GII	193	6	3	2	192	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
eb9fd58e41fa1fd1b835b99a8d66dd5ee1e87691569108ab820707e6afd4d074	other	193	2	1	2	98	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3aaac9e5e88376c4914a525d8dbab35951684a81728a62d09416d0226668f0a0	RVT-GII	193	1	1	1	193	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
76239d9b1908e9ba8631bfc4da7e334890c46604227e92a7457d2610dc24e38b	RVT-GII	193	1	1	2	187	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7968dca132f297f1a753153c5f028ed292632d23666b5c65a0ceb07b1b939a48	RVT-DGRs	192	31	15	2	187	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
81f6a89f366fd5f5fabb39b5b1f568cb7e286eecab9c07365f1fe05060b63282	RVT-GII	192	1	1	2	169	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ccd38d7874dfd0dfad94df01e83cd05cfd1863a1a4a1a1395746317acda5585c	Retron	192	3	1	3	136	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0c8c884ea21b936ee0fcaa2445de0249cb0fda1797127fd7a263385fb69c28c3	Retron	191	3	3	4	156	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5f5086afb05bf758427609409c0a412786c5661e34eadab7db52558faa529791	RVT-GII	191	1	1	2	120	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fef4dea7e5c7683617cd4e63274e0280383eedc7c69226ac61940b2f07af546c	RVT-UG5	191	1	1	3	172	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e7f2785b723780984a60e26f35d6aed0ff1a87969554aa3b70fc285f562e586e	Retron	191	1	1	2	191	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bdda8b043d96bbdd45b78977d16d083bb2f17e561c9f4345382e37e46a9e024b	RVT-GII	191	4	2	2	165	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a443206edb7fc651bd99c043bf437c0988a74d4e3fd214ef29a2b1ef9f169b3a	Retron	191	17	10	4	180	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6ba78b1c87f3e43d86f1b532bd8726c759a07b248e634d19697ee8c6acaa59b2	RVT-UG4	191	2	1	2	168	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9f1ed16f1253171f7447960dd83e060dc8f7b1eec2c042cae76fb9925f2e4154	RVT-GII	191	2	2	2	174	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e59a905ac5eefc3bd26b1b5e8247d4aacdc854d676cb15075eb38279a349fd4f	RVT-GII	191	1	1	1	194	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f5f4850306fc5250fab2137f028dba5c41d2026ce11e906a239cb363852d2cfc	RVT-GII	190	3	2	2	164	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d79fc9520f44418478a43e870954d0672bc84a0c13c0e17cde6ebb124943055c	RVT-GII	190	1	1	2	187	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
660c56105d6fedd23cfe77d04a0c0d28aafcb6c350931621d04103fe22566e17	RVT-UG5	190	2	1	3	177	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
33c31793ab758ca93bd97382788ab2de6a4e8c523247c0548e7d82e10f6c390d	RVT-DGRs	189	29	12	2	170	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
157e10a76a2300275241c134454b021921c04b4607894528e4bef806234b3af9	other	189	3	1	3	159	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
cbd78786d3ed6c71f86bdfd87f2547ca56086e32160505dd830850a7e2b9d60d	RVT-GII	189	2	1	3	172	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
64646fea297a2e2a9f09d5d035f976f2531fe39411e5bce9e645c82da0dd5acb	Retron	188	10	8	4	185	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
18fe0e56601248990db827b250ec4f021bdb6aed9714bc34e645f04609c40cc8	RVT-GII	188	2	1	2	155	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bddd66734e4e4616e7b38cc66b950dceefef7d2457b26a88bb2b7c6388883f22	Retron	188	2	1	2	183	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e3b70c2bf39712612061228652c94ea34083623e95e3f08904fbba5362ffa35d	RVT-GII	188	1	1	1	188	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
54e902ac6bfcc845ad66e58fba47df43ed72d86710e0f208081144ff96da7541	other	188	2	1	2	94	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bf8cee30f1b9fb5530ede14732d6eca0f0dd29cd2b353dbecdd193ead0a9ddc3	RVT-GII	187	10	5	3	203	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0d9ba1f6070042305bd2c29754be0fd1ad9d399c6a69d3241b9c51a6e92e6a83	RVT-GII	187	4	3	3	172	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
41f823eff23dd7b5a5c36a41dedd4bb188d9df53e106b868bc064fd0817b59ae	RVT-GII	187	3	3	2	185	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
22fe41f8b1cd9ff080f6ef2011a6ec033d13c8582ea5d9915ef7518e2aaa53bd	RVT-GII	187	2	1	3	137	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5615c3ec15dab9a34ebccd65140b4c62a35cb8cb702b3af4c47f5a23baa610b1	Retron	187	4	3	4	163	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
36bd15252224e8ea56469285193452b1a811cf9c00222c1543847478b8927aa9	RVT-GII	187	2	1	2	269	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7f9460524db604d8cbf70d81ea897daa95320365c6ab617fd45e4b68bb55ffcd	Retron	187	16	8	4	151	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7e4b1f106055fe6a2284de68f6cd9e02bd229b8e64d11b264be301a3ae43e1c1	Retron	187	1	1	2	183	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
62d36a8cfa0a9ff53b0d5b29a43a527fc1f939fb100969188f1e57634a47a2ee	RVT-GII	186	1	1	2	152	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
110c1cedcb2c00ddb58e542de088452a06f15543f7b3240d6345b275750a9c5a	RVT-AbiP2	186	1	1	2	182	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9c8e06ab3365cf4338d2953c7f0a39acf66ac0afad2bdf1a9785d493abefdb14	RVT-DGRs	186	20	7	3	133	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
261673094a72e72a5f60d9af6ff419a331ba284526fee5efd4c096951e5eae2d	RVT-GII	185	5	2	2	173	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5d437ff6a8e35a2412af707902b4670bf76869234869db9f82dfe699ae642632	RVT-GII	185	3	1	2	163	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fe8107f4bbbed59ed9825b38c2e4544b90b125865522bf14b583c50c1ad716ef	RVT-GII	184	7	2	3	150	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b61382c50cb15a6cf89d30d34ab1eb7df7f2877ec036fef970f7812d0e583c60	RVT-GII	184	1	1	2	180	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
