rt_seq_hash	family	n_genomes	n_species	n_genera	n_source_databases	n_physical_loci	unit	denominator
d735235279d09562aafcc00f6fadd99ca2e0d255bd7d66104c482edb9d938cfa	RVT-GII	59	2	2	1	59	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
078102e842606bbe0873d34350c47d2380b2f2b9c22c07f9d6b09f39326ef96b	Retron	59	3	1	2	53	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
81b64e39084b3bbaecda1b5d965b1d09dc173c931100c595f423285ca1e9af5c	Retron	58	1	1	3	32	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
145eddf7a4ff1e630eda259de86978630a4edf6e046bd6bded5e67912f0798ab	other	58	8	5	2	46	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f6e24beeeb23ca634fea6f72e9c54aaf7fcd2c2d619cdd80d297fc0328342072	RVT-GII	58	8	1	3	40	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
58429387271be6f58fedeaf7e26f36ab01db704b037d3581bec8c0a45bee489f	RVT-GII	58	26	18	3	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
12a677c3938ae5453c38f529c6fa4c4ae6db9f87bfc24048d163914c5b1c73af	RVT-DGRs	58	15	4	4	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9dc3dd52f128b896309d67229620ef7dbd3d6bbc4c7b66ffccffb69d60bb6278	Retron	58	4	2	3	38	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
62875fb32734a2c59f3e5c85adeef337cbf891836b4c9e18ac6f94dd13e215c8	RVT-DGRs	58	8	8	4	59	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
10deab5585f9abef5df684b7fd5ba44b3f5926557aaef553ccf8714ad8a395ce	RVT-GII	58	2	2	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
23cf150f879425b6972c259b1d2bf2e8672822406971bbe2b470462459a89ea1	RVT-UG5	58	1	1	2	53	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f0a2fdd290199116b77eaa1bfae7a0763c5f0056c70e7d2c17db1a9df883d6ac	Retron	58	1	1	2	37	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
02357b5ed6bfa6db93681501ca686323994a62874f9d1d94c9079cd6ff9b5939	Retron	58	4	2	3	46	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5cd63b95104a8e7432f64d8eef1bba95e397adbf9c7f11b0706fe5d03052d5b5	Retron	58	2	1	2	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b00d3acde6e68d19d44cfa4b9e76dc7776bfb6d37f15858afc4ca322ea6fadcb	Retron	58	2	2	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
df21dee86ededa9900b874228c0344fc41d8bf19ebec273087e92b5ca1bd878c	Retron	58	1	1	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5ef9dbee545b187ce8e9adea7dea53e2d9655a4c5b3574039497c911b59da324	RVT-GII	58	10	5	2	43	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bef9d74dc3d0f27ded7c09f85e212a33b304e0166596745cf938e5d87048fc81	other	58	2	2	2	53	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
15ac17b636cb1ac2fb6e5343ec1ef724ef7f17c29eb3f444f0340849f19399bf	Retron	58	2	1	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e5b26bcef7a94f9ab5951b98ea39718d35c87458e40548f4abdd7dfd5fe6ab97	Retron	58	1	1	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d40d40cd9ad39491857fc871cb01c1385605bfe207a7b4afd05ae9793c6895b6	RVT-GII	58	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3deafeca699fa751c12027d2f2d5650bc5e204280b28012d99e71fc9785e5d00	RVT-DGRs	58	24	13	3	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d0643785bc17aeca0b8ba3a283b483817f10cb3ddb02bc4f72d03167911d111b	Retron	58	1	1	1	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6771f7114df3112404ce3d0249925670708684ac688ebbdfbb4a119da3689637	other	58	1	1	2	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7779645abcfbfe4d7abedd51a9e1a66df6daea6bab357be53f8a53b5a1504f55	Retron	58	5	2	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d43d550b929c91906af449d999183fbd1e0b3eb161455e286633ab3bfb394d0e	RVT-UG2	58	1	1	2	46	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e53ba83ef8e4ae2662e1593ea69bdacb49ebabfc54def203a65a9b549305f073	Retron	58	1	1	2	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
49fa120f1302f68ab418a2359113f816a8d174442bf7b7871949adc3f1c358f2	Retron	58	1	1	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
df19e0078a0e3fb8dd654d7f24d415ef453618265fb95fa6f73632630860a79a	RVT-GII	58	2	1	2	37	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ed533a5624063aa404907486bb80e608ba88257ef15c8f80bfcd8bb5207fde68	RVT-GII	58	5	4	2	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5f4f23fd7ca0a89325206af4392fabfde005e1aed9defe730ffc09e2af417ae8	RVT-GII	58	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ed94ab529e581f2a9de80ef897e36fc20de3f4be80c929801caee3d59ff46b39	RVT-UG17	58	5	1	3	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2d7d9987de5dad46055813607ed0d7cbfdcf8c5efb6108b834c113a1ad14074e	RVT-GII	58	18	12	2	59	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b6bf51c6a149ab663d2c40b51dd5d7b0a7070ba84e12686d4e538839e34b723c	Retron	58	5	3	3	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c926ba2241aa1c26faa16c23646f9ecf3d2594036f4eebebf80a574c11d40f4f	RVT-DGRs	58	9	6	2	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
956b2c709ee13927ab1fb46f439a7d55ea984864799433bd5c0aead315efb2b3	Retron	58	7	6	4	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
433a3f125b27b8b1cbfeeb6bc3b6d532c7c8413adb4ad1b55fe19df0859e1afe	RVT-GII	58	2	2	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f142b019bc0cfb5280adb6562e606ba8d78faae9596c6244e4b1bde59fe86b52	Retron	58	4	4	3	45	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
cdfc2f62ea1af243f41b203ce5588548c44b80e3aa3aa38d1f9c81d380833785	RVT-UG3	58	2	1	2	31	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5bc526f6c62e8dcfa87a9b1c9dce449d69da9ef32186004395f3caef48bdd383	Retron	58	1	1	1	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
bd2da94eb61227f927536840e9c54db744d6a338ec99b77bf32b46347d41f067	RVT-DGRs	58	15	3	3	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fce656d0017deed8dcd08d43a0f7d7bad20d91ebc266fdcdb5eb14867e5df815	RVT-GII	58	6	4	3	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d742bebdeceb2cd505b1b7a243b73ad17ba7a745f2d53b800ec52eb6debd4602	RVT-GII	58	28	24	4	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f595eadfbf512d0a240c1813b38817489d37e0cf7c5e689d960b5ebd644c654e	RVT-UG8	58	1	1	2	48	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e08fba1b8836db84055bd937ee837d4c55d8e0dd7ce8e1aafd0089d7f1de02ba	RVT-GII	58	15	7	3	43	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2ae76cc616a4ff70f6380dd70f7d9962c19056665d5152b54e3e91ccc8bc3ed9	RVT-DGRs	58	2	2	4	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a4c42af250477cba4b90e9eb9d69148a8a5049cbe5a14b132aae44ab5cdc1608	RVT-GII	58	11	7	2	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e7e6b674379227d32980ec241bc0a48bc54ae1968011a3c527a444d02048ea35	RVT-GII	58	3	1	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4d12e3c30fa25f0adca3b97af76fd44db1fbbf7a3189e57605ce8f36a1b6c5c2	RVT-UG4	58	2	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
72e606262b8aa025776416087038c5d654d9a811c4021a0252370ba9d8f0454b	RVT-UG3	58	14	7	2	52	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
63364aa88ff2edefec7baaebef01770d6dd2e452b28fed23c016754b422380d5	RVT-GII	58	1	1	2	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
65ae3269b69eaf5e5f3c44b2ed7f1e87729ab6058cb7377503a086a88434075e	RVT-DGRs	57	15	4	3	40	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
847a787a0bccb4ce4b49a705df570ad9e8c00a0e07b68d34edf76bf66f7424c3	Retron	57	2	1	2	52	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
96e06707185db2fbc8250d345dbe4303fcad21af853b6861bf3dea26fb5bac4e	Retron	57	4	3	4	47	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7d417cadaf776134c42769801e1ad91b7ad2bf67ad648c01e938b6c69ef738d9	RVT-DGRs	57	11	4	4	39	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1bcdf8471f430f2e262e8bd83ff7d7b2128cfe84a92aee9c263130023db0c6b3	Retron	57	6	4	4	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
95bfcfe442a34a29b7d43dbcc9381f2a0a21102f9be794e0269aee3f360be384	RVT-GII	57	14	3	3	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4201bc9e5012d276d219679d8ea423982a06422a24412b251b5f9f0ef2176664	RVT-DGRs	57	8	2	3	36	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d8bd19b107c1b5861a1b40e1410ccf44edf935c9a1500f19d1d51adf84197e08	RVT-GII	57	2	1	3	44	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
704d085fea43c64ac21118a4c948f903a54fa79ad4c83263e2ce63154f08dad5	RVT-GII	57	3	3	2	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
580a0a9817a9c171b6a5befc75253feb654eb41c0e00c208b3f9c8450fae611d	RVT-GII	57	4	2	2	52	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
84723f923a682996906026fc9af3d2344c7c320d016fc8a7d15cfbc993659258	RVT-DGRs	57	6	6	4	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
825db6d87f3e478b048f100b3f6fb98d77845a5bb8248dbfd794bb7ca19c2712	RVT-GII	57	4	1	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
65893efcb18efa2657c470b481b02a00b4fe0fb6dde61a6693f94afc65d9bdb2	Retron	57	6	5	4	47	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1e7d433ed5fbfebd1221363286f84d0da71641e23fe9ce90ee5237c498e55f1e	RVT-DGRs	57	35	14	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d9d2e08c847785c22147c242f6e45e4d74fb8ed764439b729e9411595b09333e	RVT-GII	57	24	18	3	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
636d90184d4c78577e1665f10c5a46829f498ca41e4a57c306477e0c53910d6c	Retron	57	3	3	2	52	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7094a57b2689a645da443b9befd3b1bf50a3a14035dba704f63e853c22435701	RVT-GII	57	4	1	2	45	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2491284b8efeac0bd38cbb0d08b7950d39b7013d47071eb1e6aea580cf72a632	RVT-GII	57	6	4	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
df3993baa8b86c5ce708bdf979642a9f6a7e725c4f3ce51ff716adaf736928ba	RVT-GII	57	6	5	4	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
afc27cbbce242a31adf410a7dfd8650f2398b306cab1721e81e4724b0a2bfa9b	RVT-GII	57	1	1	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1f0351404f5b7140db9c2f09e695b918bb8a67a75d430ab17aa1498afccd5839	RVT-DGRs	57	13	4	3	41	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
dd0201c7f196d09f3e32ae22cd9e60c8ec39e118269a1a8dfc6f77ca646b4977	Retron	57	4	3	3	45	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f3aafe5612fb85bdcfbfa600a3382cd18d78fe3e33fdd08944dfdcf0cbe83dff	Retron	57	1	1	2	48	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
803280e511815265d757cc563d99b150b591a18c36b058f18712c607d62d8083	RVT-DGRs	57	13	5	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1bedfd0fcd11af4e26b3636081ebf03f1d354d99fc95bd890562d36b3cf789d5	RVT-GII	57	1	1	2	43	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e3910e3c4cd3cd7aa919cdd822af7861f4d3d11540f17dc3d24601d2ed248049	RVT-GII	57	36	26	4	45	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6614c5f0715580efef80cc6d9fbc2bd2c7201d2fe16c6f4fad11d1ddd6177e29	RVT-GII	57	3	1	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
62e8bc1bb0daacbe54aff946ef073da4930040620b48023d63093c81d4cf3d0d	RVT-GII	57	15	8	4	46	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
62d0186219d7b9de19b630410920e41541e6591d19c876714a6de63457aeae87	Retron	57	3	2	4	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
28dffef6cf7cc6b57df07f1fb965558e3c2b96225218f646eb60208d41219cad	RVT-GII	57	1	1	2	73	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7b8f87e8d364fbee4b9c05c57723565e269472aae0b8be358aecc23f9ccb5d50	RVT-GII	57	13	5	3	40	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4218e9507d7b52d988936939bb5bf8e1532013627f4410e7c457bef57350e2f6	Retron	57	4	1	2	37	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a10b95bcbfc37622c9b4ffad4ba79e3649db486b81d418f4fd196dc19b586d9a	Retron	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
442faaf48b6f7a8e41adcbb376aa9a67ae7e3ce6249b4d7eb9fdbd719aa579e9	RVT-DGRs	57	1	1	2	34	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
19357586f68a99b950280f67d120dea9a6a9af6cc2aa4085bb2ec3cbfcff22ed	RVT-GII	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9b73f1aa30c9ad04f325740817f4b69c2c3c93a79b0b056b3549ab29ea49898d	RVT-GII	57	3	2	3	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
18bdd543625c62ec817329b29eb050dbf3ce18159374206b4d95f8a2a20cdcd2	RVT-GII	57	3	2	3	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
56f3bed3c52d41598c1ec41b39b413ef17233b0013737477c3fb737bdb503bbf	RVT-UG2	57	5	1	2	36	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c751ddc8378fcd4bc0793920a845b278c6c45c7356f0088451f6e2c6c0454814	Retron	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9ec763277bf1fd656152d71fcf3f937bd37f46c2dadaf8d99ebe9e7bec5d3813	RVT-UG17	57	6	5	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0eac0041708001b4d725211dc47e4fe44da554e996235d6c75eb8576725cb30b	Retron	57	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
82f06b82e87a2c9e164451422b92317b15b1872d9d211b2397d76c5dce04a6b8	Retron	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
109eb3b0b8e5d5a3253454231a7dbc79dd39accabe1762944b18c8f024704b09	RVT-GII	57	3	1	2	32	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
87f6d97688a68798816082556b1a842c577a29a9fb5c744522161cbf91ddb453	Retron	57	1	1	2	40	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
38d053d40e2a90563e337354bb1b4a7a990a437bf947c8943dc96c2b9aaa11bf	RVT-GII	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a313bc90763ec906e0a47e52376ae232da8658a7174a0033d83533d91f36470b	RVT-GII	57	38	25	4	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ab916f8bf81293a2e5aecf046bea2463823187c3f349b86d06b5592d48c30e47	RVT-GII	57	1	1	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
dad7f705561e49ca3d63fd58ba85699e09b8b0d86cbbf4aba88676cc4aa324f4	RVT-GII	57	29	20	4	47	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
cd329bfb8df426f629f18258ee6718f432c3d26014d830952fb3deb171c414f0	RVT-GII	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
caeb72bb9196243530e7247dc637bd1c6cb4b9ab829efb70f527839e2c4d9cfc	RVT-GII	57	3	2	2	43	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f071951da42b763085c7c71b4dd3d994e7d437291073b8b7c48826b3f07e9a40	RVT-DGRs	57	5	4	2	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
fe55253f4cf1ae27ccb4f628115cacd78b204e7850f13728a6b0942b4721f311	RVT-UG8	57	1	1	2	58	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
1cf47f0bdd3b13dd018b3197ce8488d80cda8ed4da7bbb499430cccca9bb2389	RVT-GII	57	3	2	2	32	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f0259ffec5138dd0c5ec8fc20a6abb5f81271a5bc4ee8df089b68c29396b7662	RVT-GII	57	1	1	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
283c5bfb400aa3fed4426b7d23c3ebc34494c76071252c6d31d68ab3d135c2c2	RVT-UG17	57	3	1	2	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
eff009c793ec7b4ab68fd4668a7e6e24f98eb7e6ac51bd62ab792ae141280d1d	Retron	57	1	1	1	57	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
03d46c450fb80093767f9063efab8d389d9b12209928f37c1b4ec39e909e7eac	RVT-DGRs	57	14	5	4	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
0e11f2a574e7759261a4a2b87b906e0585403ced7b03801f8e869bbf9d032d92	RVT-GII	57	11	7	6	44	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b89ef178d9110de7b26e1ae30925a8eea5ea36b65d2e27f90eb873168f86b343	RVT-GII	57	3	2	2	36	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c96972dcb626bf83dca39a70d81af452ca4d8d67fb016ce8e01dd506f9b99c5e	RVT-GII	56	1	1	2	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c140d71af242d86cee498a31ef7e634c7357f922c25ff7b63153c231a51e4de9	RVT-GII	56	13	5	2	43	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a1ca79a57a1363ef163006fbbfe9eb7799032d93a75e7df8584a2dcd22273056	Retron	56	2	1	3	37	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2b0895b287892596b958844c3805a7ab7c3f6b3806d9e1136df0a0e33d6013df	RVT-DGRs	56	5	3	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7da2edfb2278b98b2ce0075b590aa17ffed957650c9f16cc4fbaf1184ad5808f	RVT-GII	56	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3738442d71fb055cd44089f96a60569393ab67be6a106fcb6b3e786d32446fb0	RVT-DGRs	56	16	3	3	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
87a08c6aaece72b3f722f9deb3ec506832eb4b8a199f6410eec81b8cb534592d	RVT-AbiP2	56	2	2	3	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c7fe1435d3063760ec238bf971eb13108fc1392edfe6fe048d91d0af134f7e9f	RVT-DGRs	56	6	2	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3f66f7af74e2f44e0a0b2a51825514ea9999642481670ae820fa92601c6ac40c	other	56	2	1	2	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
d7ee094f4682f73c1de3e68f4457593f72ec412cfb12b9dfd4a1e2ae7f530f94	other	56	11	3	3	39	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
e56df8554fea9a35dbafcd9c2f9c5f86a05390388a176c6dc1de08b0a0a908b2	Retron	56	10	6	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
395309c1a14239060efe7315eefc1dd84b97192a03403b3f57c9141735b1113b	RVT-UG8	56	2	1	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4e360b112a9935498617d6c432e42c59c72e5204fedc41cf6795c0512c16b7b5	RVT-GII	56	4	2	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
dc9bb3d40a90edb8ee27af7d9dd89b44d5676347154b56f5ba955c914f722a0f	other	56	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
beb50d1d5a636bcef1a84b6dc2e1c3d85deadc10fa874ff733a7afb2a06e38b6	RVT-GII	56	1	1	2	53	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
5fd649cf5de4e46881d45462b0d708da1f906d13350bb0220852c8f21926540e	Retron	56	12	8	4	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
96d9530ae0a1c1ad8d47216b0039833a449648351cdff6d80e9f7c0bb28277c0	RVT-GII	56	10	1	2	28	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
537e33593eaa3ae05dab4609aa9831b2a7c2362ad8911cb810000491195503ed	RVT-GII	56	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
68cd2aba13f67ff7024cdfa3cf6aa6291f31707a763422fcd7b89bc666833249	RVT-GII	56	4	1	3	50	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
7d26b7e6646672d61bdb6b93f278d1262c87dc60f7afaaa9500e2b7d75bf8211	RVT-GII	56	1	1	2	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9695c602fa698b879e1807e86d03b1000cad9c3c0baeb9153ae2aded85c6b547	RVT-GII	56	4	3	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c88907c9027089caf1b5d1fd499a2b827c95b8312d6ffcd46dac8225b3733888	RVT-DGRs	56	5	2	2	28	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c0b65c0f61a0202396f687343b020f374290eaddff05cdce1598bb6baa0a1960	RVT-GII	56	1	1	1	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
924749b3796a85cdc55651dc0613fce906a204b5402d392ff62e492507931bdf	RVT-GII	56	3	1	1	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
104893384ebbf29bc5c1522f4017dda0d3c6bb635d10d78b57d43b4af6c87b8e	RVT-GII	56	2	2	2	53	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
653a6cb97128c72111d676ba354b8d048a0b3a21eed5e32a0c8b212f90126dcd	RVT-UG2	56	1	1	2	48	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4da7a727346c91b0d1f93eabe7443db43b58a74e74956ebeff4fabc311296655	RVT-GII	56	5	2	2	48	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3e22e21b79ebcfb331df3a2bc824e44a1373750579af5999143f5ae1b0c02ef7	RVT-GII	56	1	1	1	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
2efd5e6e92a7c8ffc87284353b9f66422bb16da42fd7103fa6d731fb2620df1d	RVT-DGRs	56	2	2	2	30	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f5f6d74fefcc2f0e7af09ceb4a40b5843186d0894f79ce0cb8a8f678cf90aa47	RVT-GII	56	2	2	2	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
3ed5e9054f1c85f0888d3b65e495ecd1f760a7f99d4581772d2ef5d049d94566	RVT-GII	56	3	3	2	49	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
aa8082aa0f4a522a285dce0ae5e467ab5ae63d68a781cb35a1ebd4d0b774d1f5	RVT-GII	56	5	2	2	29	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
03f22fea1c352578323121a9522dfdd721e63d285543b7032049f89fa0693af5	RVT-GII	56	18	15	3	48	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
4ffc6364823ed991dc1787e7eb3465fac0010cc05ce12517e30b516ae7d8d4bf	RVT-GII	56	1	1	2	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
83dc8cb19dd9dbf6eee1d721f99b559f5c6e52d634a16acc31cc028e81bb10a2	RVT-GII	56	1	1	2	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9041920e262523cbab05239a531ab5202876c794fb0d1636d63aee6df9933cad	other	56	2	1	2	41	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b175a6e01c8c7166bb2d31fa69a15b81e0e530ae3a3cd77c12d9cdf5f6ab3bd0	RVT-UG2	56	9	5	2	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
80d9bd29d5501433e11b1b270bde8b50a1d835806c5ffdd40bdf90e6a3849083	RVT-GII	56	2	2	2	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
c7284428cc8f3e8dfff04199f721903bdde3b059f99890835b95dda34e1bb99f	RVT-GII	56	1	1	2	54	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
6e3f566d123023a0c5e1619509a1293005abb52e870cc793323c3e36df5bb138	Retron	56	1	1	2	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f282e1380a75f98de52931d7818f4b1fd4bddba9f88ae381c2c889fd9cde6050	Retron	56	3	1	3	44	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
ac3c56e077357d49ed584af5e2e2aebb1365aa7f2b60c19e4c969979ff484693	RVT-GII	56	1	1	2	41	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
9253ed76bbaf870a729faad0789093a6337fca2b474d54f516d1efecdcadccf9	RVT-GII	56	18	3	2	42	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
f1c87455d2ed5dcd96c315ad07da9cd7ab7f8629ccbd668c6f0e4f18bac383dd	Retron	56	6	5	4	56	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
b1b23cb2b690521ca4c979690abb61713801c54d1a3a67db4bc88a5ed7462138	RVT-GII	56	4	1	3	51	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
304e67cacff8724ea3d903ef1dfd9b65a09d0234dc5b9559145394318947f79a	RVT-GII	56	1	1	2	55	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
a140e318a941d0d2923757a9841edc192226bed69f87784453995abda9bc88f5	RVT-GII	56	1	1	2	52	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
