file_label	detection_model	signed_distance_bp	direction	same_strand	n_cds_between	canonical	source_database	tax_species	unit	denominator
RVT-UG23	TypeIX	-2567.0	upstream	False	1	True	ncbi_bacteria	Streptomyces_hiroshimensis	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	gtdb_bacteria	Ruminiclostridium_E_sp015067025	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	ncbi_bacteria	Oscillospiraceae_bacterium	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	gem		placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	gem		placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	gem		placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIIIA2	4451.0	downstream	True	3	True	gem		placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIX	2478.0	downstream	True	2	True	gtdb_bacteria	RUG11130_sp017444735	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeIX	2478.0	downstream	True	2	True	ncbi_bacteria	Clostridia_bacterium	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeXIIIC_Mx162	1091.0	downstream	False	0	True	gtdb_bacteria	Chordicoccus_sp900317515	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG26	TypeXIIIC_Mx162	1091.0	downstream	False	0	True	ncbi_bacteria	uncultured_Clostridia	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG3	TypeIIIA2	-243.0	upstream	True	0	True	mgnify_human_gut	Bacteroides_ovatus	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG3	TypeIIIA2	-243.0	upstream	True	0	True	mgnify_human_gut	Bacteroides_ovatus	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG5	TypeIA_IIAI	2271.0	downstream	True	3	True	gtdb_bacteria	Chryseobacterium_hispalense	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG5	TypeIA_IIAI	2271.0	downstream	True	3	True	ncbi_bacteria	Chryseobacterium_hispalense	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG7	TypeIB1	-566.0	upstream	True	0	True	gtdb_bacteria	Desulfaltia_sp028571455	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG7	TypeIB1	-566.0	upstream	True	0	True	ncbi_bacteria	Desulfobacteraceae_bacterium	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG8	TypeIIA2	3317.0	downstream	True	1	True	ncbi_bacteria	uncultured_Noviherbaspirillum	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG8	TypeXIIIC_Mx162	8495.0	downstream	True	10	True	gtdb_bacteria	Pseudomonas_E_moraviensis_A	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
RVT-UG8	TypeXIIIC_Mx162	8495.0	downstream	True	10	True	ncbi_bacteria	Pseudomonas_moraviensis	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs
