modality	retron_type	pair_id	x	y
ncRNA	TypeIV	6	3.6979709	-1.7948036
ncRNA	TypeIB2	7	6.3237796	10.466389
ncRNA	Ec107_like	8	-23.296179	-18.139816
ncRNA	TypeIIIA1	9	-1.702093	-2.6793423
ncRNA	TypeIA_IIAI	10	-0.093517676	-6.316121
ncRNA	TypeIV	11	3.7259998	-1.7934902
ncRNA	TypeIB2	12	-0.48893288	-1.982425
ncRNA	TypeIA_IIAI	13	-0.5626543	-3.005096
ncRNA	TypeIIIA1	14	-0.94021016	-1.4966577
ncRNA	TypeIIA3_proteo	15	-0.80119294	-3.789771
ncRNA	TypeIB1	16	0.09445832	-1.9723592
ncRNA	TypeIIA3_proteo	17	0.1514314	-4.3185134
ncRNA	TypeXIIIB_Ne144	18	-3.8276699	-2.586026
ncRNA	Ec107_like	19	-10.723314	4.312248
ncRNA	OutgroupA	20	-2.4470932	-8.374005
ncRNA	TypeIIA3_firmi	21	-2.8250275	-1.557736
ncRNA	TypeIIIA3	22	-7.265704	-4.668043
ncRNA	TypeIA_IIAI	23	-0.4636596	-2.8347178
ncRNA	TypeIX	24	-0.39827737	-4.0366497
ncRNA	TypeIA_IIAI	25	1.3423662	-5.484008
ncRNA	TypeIV	26	18.520237	0.90282977
ncRNA	Ec107_like	27	1.4523668	-9.086731
ncRNA	TypeIV	28	4.9058714	-1.5615739
ncRNA	OutgroupA	29	-1.7355274	-7.7668056
ncRNA	TypeIC1_IC2	30	4.404828	-0.29669175
ncRNA	Ec107_like	31	-2.6881478	-8.260659
ncRNA	TypeIV	32	2.5441132	-2.165549
ncRNA	TypeIB1	33	-0.9340211	0.005648122
ncRNA	Ec107_like	34	-8.60698	-0.4553534
ncRNA	Ec107_like	35	-0.28324255	-14.088244
ncRNA	TypeIIIA3	36	-7.260797	-4.5980453
ncRNA	TypeIIA3_proteo	37	-0.70663804	-3.7612755
ncRNA	TypeIV	38	1.6793158	-2.1232944
ncRNA	OutgroupA	39	-1.5338064	-7.594113
ncRNA	TypeIIA3_proteo	40	-2.113321	-2.2899745
ncRNA	OutgroupA	41	-2.4762027	-7.463475
ncRNA	TypeIX	42	1.0467616	-3.4461145
ncRNA	Ec107_like	43	-0.20732906	-4.184394
ncRNA	TypeIV	44	2.2542453	-3.357347
ncRNA	TypeIIIA1	45	-1.150539	-1.4499289
ncRNA	Ec107_like	46	-23.245777	-18.09445
ncRNA	OutgroupA	47	-1.6310571	-7.3754478
ncRNA	TypeIB2	48	6.3457713	10.512152
ncRNA	TypeIA_IIAI	49	5.0665226	-4.4777446
ncRNA	Ec107_like	50	1.3728901	-9.0041895
ncRNA	TypeIIIA3	51	-7.845232	-5.5197387
ncRNA	TypeIV	52	3.120572	-1.3936205
ncRNA	TypeIIIA1	53	-1.3748733	-1.2423139
ncRNA	TypeIB1	54	-2.537023	0.3645475
ncRNA	TypeIA_IIAI	55	0.31849653	-5.569838
ncRNA	TypeIIIA1	56	-2.4637878	-1.009195
ncRNA	TypeIC1_IC2	57	5.281349	-4.9988627
ncRNA	TypeIA_IIAI	58	1.1778904	-4.123257
ncRNA	TypeIB1	59	-0.0019807443	-2.3531759
ncRNA	TypeIC1_IC2	60	5.053756	-4.485738
ncRNA	Ec107_like	61	-0.20753796	-14.102015
ncRNA	TypeIIIA3	62	-8.195225	-4.702221
ncRNA	Ec107_like	63	-8.643554	-0.6457392
ncRNA	OutgroupA	64	-2.0772305	-7.866079
ncRNA	Ec107_like	65	-10.720004	4.3058186
ncRNA	TypeIIIA2	66	-2.5249498	-1.8357571
ncRNA	OutgroupA	67	-2.651565	-8.257315
ncRNA	Ec107_like	68	-8.787655	-0.23547904
ncRNA	Ec107_like	69	-22.899315	-17.90028
ncRNA	TypeIIIA2	70	-0.7202044	-4.1577806
ncRNA	TypeIV	71	18.55416	0.9908442
ncRNA	Ec107_like	72	3.69042	0.29924032
ncRNA	TypeIA_IIAI	73	0.092815936	-5.3735776
ncRNA	Ec107_like	74	0.55746377	-7.3606052
ncRNA	Ec107_like	75	-8.845314	-0.36485606
ncRNA	TypeIIIA1	76	-2.2971332	-0.14979517
ncRNA	TypeIIIA1	77	-1.3685379	-1.2987003
ncRNA	TypeIIIA1	78	-2.3003547	-0.52653223
ncRNA	TypeIA_IIAI	79	0.674373	-5.973842
ncRNA	Ec107_like	80	3.716325	0.32090613
ncRNA	TypeIV	81	2.030643	-1.8360524
ncRNA	TypeIV	82	3.4712687	-1.7376282
ncRNA	TypeIIIA1	83	-2.3152406	-1.0515136
ncRNA	TypeIB1	84	-1.5350394	12.737467
ncRNA	TypeIIIA2	85	1.6558315	1.3774601
ncRNA	Ec107_like	86	-2.4258115	0.061998095
ncRNA	TypeIB1	87	0.1992015	-1.9457313
ncRNA	TypeIB1	88	0.00530753	-2.7157354
ncRNA	TypeIC1_IC2	89	4.7238994	-5.228921
ncRNA	TypeIX	90	0.04200308	-4.062468
ncRNA	TypeIIIA1	91	-2.4805753	-0.13042735
ncRNA	Ec107_like	92	-0.27680695	-14.006789
ncRNA	TypeIIIA3	93	-7.3356256	-4.5435543
ncRNA	TypeIIIA1	94	4.2311993	-0.48753178
ncRNA	TypeIIIA3	95	-8.085766	-4.7368846
ncRNA	TypeIB2_firmi	96	-2.2344728	-0.5245982
ncRNA	TypeIV	97	3.5414207	-0.9173747
ncRNA	TypeIB2	98	-0.49569544	-0.65460724
ncRNA	Ec107_like	99	4.202467	-4.493609
ncRNA	Ec107_like	100	-7.0652695	-12.493667
ncRNA	TypeIV	101	2.9746866	-2.4956977
ncRNA	Ec107_like	102	0.59173095	-7.397183
ncRNA	TypeIIIA3	103	-8.116695	-5.2364817
ncRNA	TypeIV	104	3.2978811	-2.1921976
ncRNA	TypeIIIA1	105	-2.1074393	-0.25560638
ncRNA	TypeIB2_firmi	106	-2.6451776	0.47730568
ncRNA	TypeIIIA1	107	-0.9625545	-1.3980738
ncRNA	TypeIIA3_proteo	108	0.5000781	-3.9524052
ncRNA	TypeIV	109	1.7984686	-2.1141346
ncRNA	OutgroupA	110	-1.9037583	-7.649292
ncRNA	TypeIC1_IC2	111	5.216397	-5.0219674
ncRNA	TypeIV	112	3.3030329	-2.1891618
ncRNA	TypeIA_IIAI	113	0.4377328	-4.916057
ncRNA	TypeIIIA1	114	-1.3964937	-1.2267337
ncRNA	TypeIA_IIAI	115	1.2779627	-5.55704
ncRNA	TypeIB1	116	-0.28872907	-1.7838919
ncRNA	TypeIIA3_proteo	117	0.19694625	-3.631663
ncRNA	OutgroupA	118	-2.622039	-8.151192
ncRNA	Ec107_like	119	-23.252026	-18.073961
ncRNA	TypeIV	120	18.622137	0.9625548
ncRNA	TypeIIIA1	121	-0.6618401	-1.5531629
ncRNA	TypeIV	122	18.505268	0.9219744
ncRNA	Ec107_like	123	-23.27505	-18.059246
ncRNA	TypeIB1	124	-0.32510203	-2.0708604
ncRNA	TypeIB1	125	-1.1145142	-6.292364
ncRNA	TypeIV	126	5.3019967	1.23909
ncRNA	TypeIIIA1	127	-2.4430647	-0.9681298
ncRNA	TypeIB2_firmi	128	-2.129291	0.059368312
ncRNA	TypeIIA3_proteo	129	-1.6524062	-4.972564
ncRNA	TypeIIIA1	130	-0.58881474	-1.5192144
ncRNA	Ec107_like	131	-23.429329	-18.048075
ncRNA	TypeIB1	132	-0.39642537	-2.1245813
ncRNA	TypeIB2	133	6.2916737	10.436916
ncRNA	TypeIV	134	2.870772	-1.1394634
ncRNA	Ec107_like	135	-4.7430468	-0.93517566
ncRNA	TypeIIIA3	136	-7.7461276	-5.1228547
ncRNA	TypeIIIA2	137	0.35865706	-4.0320606
ncRNA	TypeIB2_firmi	138	-2.538617	0.18734641
ncRNA	TypeIB2	139	6.3952765	10.471784
ncRNA	TypeIB1	140	-1.526627	12.783202
ncRNA	TypeIV	141	2.7473564	-1.1148067
ncRNA	TypeIB2	142	6.4143395	10.557398
ncRNA	TypeIIIA3	143	-7.922328	-5.559796
ncRNA	TypeIX	144	1.1384856	-3.3915722
ncRNA	TypeIIIA1	145	-1.3954937	-1.2277187
ncRNA	TypeIV	146	1.5185213	-1.8128351
ncRNA	TypeIIIA3	147	-8.350384	-4.954205
ncRNA	TypeIB1	148	-0.3831484	-1.9891078
ncRNA	TypeIV	149	3.939757	-1.2714599
ncRNA	TypeIV	150	2.2011015	-3.3420696
ncRNA	OutgroupA	151	-2.6051888	-8.034594
ncRNA	TypeIV	152	3.7545826	-1.7045804
ncRNA	TypeIV	153	2.2514489	-3.3309305
ncRNA	TypeIB1	154	0.61282986	-1.8750346
ncRNA	TypeIV	155	4.277744	-0.95669013
ncRNA	TypeIIIA1	156	-1.491593	-1.1887709
ncRNA	TypeIV	157	4.27938	-0.2691324
ncRNA	TypeIIIA1	158	-0.63926184	-1.5415313
ncRNA	TypeIB1	159	-0.34920767	-1.5797551
ncRNA	Ec107_like	160	-8.695897	-0.21336904
ncRNA	TypeIA_IIAI	161	0.1385733	-5.149966
ncRNA	TypeIV	162	3.7488751	-1.7851233
ncRNA	TypeIIA3_firmi	163	-3.022622	-1.8270701
ncRNA	TypeIA_IIAI	164	0.5301346	-6.634772
ncRNA	TypeIB1	165	0.1931492	-2.5334148
ncRNA	Ec107_like	166	-8.889376	-0.30044353
ncRNA	Ec107_like	167	-23.069042	-17.896393
ncRNA	TypeIB1	168	-1.3809022	-2.3706708
ncRNA	Ec107_like	169	1.4739742	-9.110065
ncRNA	TypeIIIA1	170	-0.98097736	-1.4214543
ncRNA	TypeIA_IIAI	171	0.43243882	-5.713326
ncRNA	TypeIIIA2	172	-8.237263	-0.46040845
ncRNA	TypeIIA3_proteo	173	-0.72145766	-3.727227
ncRNA	TypeIB2_firmi	174	-2.4694977	0.06330832
ncRNA	TypeIIIA1	175	4.0525546	0.025610529
ncRNA	Ec107_like	176	0.8412381	-7.585696
ncRNA	TypeIIIA1	177	-6.1231084	1.1241355
ncRNA	Ec107_like	178	-23.05061	-17.785809
ncRNA	TypeIX	179	1.0810002	-3.3504586
ncRNA	TypeIV	180	2.438705	-1.937839
ncRNA	Ec107_like	181	-10.814976	4.401738
ncRNA	TypeXIIIB_Ne144	182	-6.407611	-4.8875027
ncRNA	TypeIIIA1	183	-0.1907914	-1.5847502
ncRNA	TypeIC1_IC2	184	4.7900867	-5.3398757
ncRNA	TypeIIIA1	185	-1.4232732	-0.30653676
ncRNA	TypeIV	186	18.523567	0.9091252
ncRNA	TypeIIIA3	187	-7.6622596	-5.139675
ncRNA	TypeIB2_firmi	188	-2.2516015	0.19590068
ncRNA	TypeIA_IIAI	189	0.50366825	-4.9657207
ncRNA	Ec107_like	190	-23.30371	-18.069342
ncRNA	Ec107_like	191	-8.843393	-0.41265488
ncRNA	TypeIC1_IC2	192	5.448837	-4.8816533
ncRNA	Ec107_like	193	-7.6800036	-0.43611625
ncRNA	TypeIIIA2	194	-6.279528	-5.0431643
ncRNA	TypeIV	195	18.626936	0.86124617
ncRNA	TypeIB1	196	-1.5686983	12.746603
ncRNA	TypeIIA3_proteo	197	-1.6243635	-4.9772816
ncRNA	TypeIIIA1	198	-1.8809915	-0.6874394
ncRNA	TypeIIIA1	199	4.1975884	-0.41877306
ncRNA	TypeIB2	200	6.359952	10.483312
ncRNA	TypeIV	201	3.542525	-1.6118723
ncRNA	TypeIB1	202	0.6142555	-0.033495463
ncRNA	TypeIV	203	18.491476	0.9447346
ncRNA	TypeIA_IIAI	204	1.492679	-5.72851
ncRNA	TypeIIIA2	205	0.999287	-0.09889124
ncRNA	TypeIA_IIAI	206	0.071072504	-4.920961
ncRNA	Ec107_like	207	-23.068653	-17.777853
ncRNA	TypeIIA3_proteo	208	-1.6511021	-4.9405866
ncRNA	TypeIA_IIAI	209	-0.15754288	-5.243308
ncRNA	TypeIX	210	0.7408886	-4.899048
ncRNA	TypeIV	211	18.563011	0.89716
ncRNA	TypeIV	212	18.579487	0.88627446
ncRNA	Ec107_like	213	-10.755801	4.3423266
ncRNA	TypeIA_IIAI	214	0.36380723	-5.7057633
ncRNA	TypeIV	215	1.6432548	-6.3447356
ncRNA	OutgroupA	216	-1.9811609	-7.7588844
ncRNA	TypeIV	217	2.2721305	-1.9792951
ncRNA	TypeIB2	218	6.326679	10.496865
ncRNA	TypeIIIA3	219	-8.099433	-4.2791276
ncRNA	Ec107_like	220	-8.495693	-0.42686102
ncRNA	TypeIV	221	18.51585	0.9368377
ncRNA	Ec107_like	222	-3.8859134	0.19216096
ncRNA	TypeIV	223	5.5895066	-1.9920279
ncRNA	OutgroupA	224	-1.6328678	-7.7248726
ncRNA	TypeIIA3_proteo	225	4.4142995	-4.975407
ncRNA	TypeIIIA1	226	-1.1268451	-1.2694638
ncRNA	Ec107_like	227	-8.920406	-0.31975076
ncRNA	TypeXIII_Mx65	228	-0.7420434	-5.8902693
ncRNA	TypeIX	229	1.3254687	-3.6896493
ncRNA	TypeIIIA3	230	-7.9466867	-3.5842035
ncRNA	TypeIA_IIAI	231	-0.33960527	-4.434099
ncRNA	Ec107_like	232	-10.7584915	4.3452854
ncRNA	TypeIIA3_firmi	233	-2.8660843	-1.634583
ncRNA	Ec107_like	234	1.4081839	-9.02619
ncRNA	TypeIIIA3	235	-8.116457	-4.198412
ncRNA	TypeIIA3_proteo	236	0.20656095	-3.7964811
ncRNA	TypeIIA3_proteo	237	-1.9924619	-2.2940514
ncRNA	TypeIB1	238	0.575158	-1.879954
ncRNA	TypeIV	239	18.544716	0.9251578
ncRNA	Ec107_like	240	0.16320723	-7.4996324
ncRNA	Ec107_like	241	-23.234163	-18.06009
ncRNA	TypeIC1_IC2	242	-2.0102003	0.49068567
ncRNA	TypeIC1_IC2	243	4.874959	-5.3908834
ncRNA	Ec107_like	244	-23.392807	-17.997093
ncRNA	TypeIA_IIAI	245	0.42763	-4.80724
ncRNA	TypeIIA3_proteo	246	0.681773	-4.188244
ncRNA	TypeIB1	247	0.09923365	-2.2622216
ncRNA	Ec107_like	248	-8.058443	-0.53051853
ncRNA	TypeIB2	249	6.372762	10.502431
ncRNA	TypeIV	250	18.560888	0.9339416
ncRNA	TypeIB1	251	0.13416363	-2.8684351
ncRNA	TypeIV	252	1.6310073	-6.340454
ncRNA	TypeIC1_IC2	253	5.438071	-4.831433
ncRNA	TypeIB1	254	0.018190874	-2.2639337
ncRNA	TypeIIA3_firmi	255	-2.2541018	1.0450271
ncRNA	OutgroupA	256	-1.0695566	-6.4016857
ncRNA	TypeIV	257	4.2860107	-2.6712031
ncRNA	TypeIIIA2	258	-2.5804472	-0.093423195
ncRNA	Ec107_like	259	-8.429567	-0.38140976
ncRNA	TypeXIII_Mx65	260	-22.48307	-17.809427
ncRNA	TypeIV	261	4.7781963	-4.7473116
ncRNA	TypeIIA3_firmi	262	-2.9103062	-1.5369334
ncRNA	TypeIIIA1	263	-1.8645009	-0.35188663
ncRNA	TypeIIIA1	264	-4.4628143	-1.3020172
ncRNA	TypeIIA3_firmi	265	-2.2863448	1.0193008
ncRNA	TypeIB2	266	6.300266	10.551313
ncRNA	TypeIIIA1	267	-1.1821516	-1.2139726
ncRNA	TypeIB1	268	0.2867007	-1.8858075
ncRNA	OutgroupA	269	-2.170084	-7.6585236
ncRNA	TypeIC1_IC2	270	5.0755587	-5.290798
ncRNA	TypeIB1	271	-0.06600163	-2.0439599
ncRNA	Ec107_like	272	4.630797	-0.2705632
ncRNA	TypeIIIA1	273	-0.49888077	-1.1012907
ncRNA	TypeIB1	274	-0.5391278	-1.6635187
ncRNA	TypeIB1	275	-0.07066298	-2.925905
ncRNA	TypeIIA3_proteo	276	-2.938189	-3.546398
ncRNA	TypeIIIA1	277	-4.314098	-0.68887
ncRNA	TypeIIA3_proteo	278	-1.65097	-4.932866
ncRNA	Ec107_like	279	-23.119883	-17.731546
ncRNA	TypeIB1	280	-0.278869	-1.9940253
ncRNA	TypeIV	281	5.619138	-1.9779841
ncRNA	TypeIIIA3	282	-7.331111	-4.718144
ncRNA	TypeIIIA1	283	-5.6525583	1.8253636
ncRNA	TypeXIII_Mx65	284	-1.2050371	-6.4726415
ncRNA	TypeIIIA1	285	-0.919003	-1.3605312
ncRNA	Ec107_like	286	-8.898566	-0.33236074
ncRNA	TypeIV	287	4.5645666	-1.1493762
ncRNA	TypeIA_IIAI	288	0.77949154	-6.295685
ncRNA	TypeIB2	289	2.3827076	0.03071656
ncRNA	TypeIIIA1	290	3.7274482	0.11155844
ncRNA	TypeIIIA3	291	-7.554014	-5.1457577
ncRNA	TypeIIIA3	292	-8.400549	-4.4949803
ncRNA	TypeXIII_Mx65	293	-1.2523625	-6.366404
ncRNA	TypeIV	294	18.47598	0.9828137
ncRNA	TypeIB1	295	-1.5723741	12.784109
ncRNA	OutgroupA	296	-2.153877	-7.799398
ncRNA	TypeIIIA3	297	-7.309646	-4.724969
ncRNA	TypeIIIA1	298	-0.42330915	-0.9931933
ncRNA	TypeIIIA1	299	-2.352838	-1.0315142
ncRNA	TypeIIIA1	300	-1.495324	-0.9227907
ncRNA	TypeIIIA1	301	-5.8047233	1.7282833
ncRNA	TypeIIIA3	302	-7.955115	-5.058657
ncRNA	TypeIV	303	2.6673605	-0.027336957
ncRNA	TypeIIIA3	304	-7.271357	-4.6253176
ncRNA	TypeIIIA1	305	-1.4158013	-1.1751095
ncRNA	TypeIV	306	3.4433172	-1.5134543
ncRNA	TypeIB1	307	0.6104956	-1.8738443
ncRNA	Ec107_like	308	-23.369898	-18.050835
ncRNA	Ec107_like	309	0.51445997	-1.8812326
ncRNA	TypeIA_IIAI	310	0.36850664	-5.3480077
ncRNA	TypeIV	311	18.611132	0.8920421
ncRNA	TypeIIIA3	312	-9.282472	-4.5165825
ncRNA	TypeIIA3_proteo	313	-0.7469374	-3.7283862
ncRNA	TypeIB1	314	-0.4835554	-1.7414844
ncRNA	TypeIIIA1	315	3.2675922	0.024394793
ncRNA	TypeIIIA1	316	-2.4451823	-0.8774852
ncRNA	TypeIIIA3	317	-7.2974863	-4.8872046
ncRNA	TypeIIIA3	318	-7.1931896	-4.660158
ncRNA	TypeIB1	319	-0.2905821	-1.8181852
ncRNA	TypeIC1_IC2	320	4.821732	-5.3614583
ncRNA	TypeIIIA2	321	1.636799	1.4072275
ncRNA	TypeIIA2	322	0.52464765	-3.6345594
ncRNA	TypeIIIA1	323	-2.8399723	-1.7154655
ncRNA	TypeIB2	324	6.282873	10.425484
ncRNA	TypeIC1_IC2	325	4.3962555	-0.21521603
ncRNA	TypeIV	326	5.6173816	-1.9750482
ncRNA	Ec107_like	327	-22.586561	-17.729925
ncRNA	TypeIB1	328	-0.45585486	-2.058721
ncRNA	TypeIV	329	2.2791789	-3.4620001
ncRNA	TypeIV	330	5.6289835	-2.0056703
ncRNA	TypeIV	331	1.6024579	-6.328904
ncRNA	Ec107_like	332	-23.35853	-18.115187
ncRNA	TypeIIIA3	333	-7.946219	-3.6337078
ncRNA	TypeIA_IIAI	334	-0.35872456	-4.999596
ncRNA	TypeIIA3_proteo	335	-1.6838466	-4.977582
ncRNA	TypeIV	336	2.1582303	-2.7206922
ncRNA	Ec107_like	337	-8.971586	-0.26315418
ncRNA	OutgroupA	338	-2.5182984	-7.8543625
ncRNA	TypeIA_IIAI	339	0.95914465	-4.9671793
ncRNA	Ec107_like	340	-10.837532	4.423515
ncRNA	Ec107_like	341	0.51266927	-7.366383
ncRNA	Ec107_like	342	-23.249744	-18.082886
ncRNA	TypeIV	343	2.60196	-2.5842242
ncRNA	TypeXIII_Mx65	344	-0.92353636	-6.137649
ncRNA	TypeIIIA3	345	-7.617451	-4.864351
ncRNA	Ec107_like	346	-23.42717	-18.080074
ncRNA	TypeIB1	347	-0.016275004	-1.692849
ncRNA	TypeIB1	348	-1.535408	12.757749
ncRNA	Ec107_like	349	-5.014924	0.14343126
ncRNA	Ec107_like	350	-8.53846	-0.484442
ncRNA	TypeIIIA1	351	-2.4826653	0.70258605
ncRNA	TypeIA_IIAI	352	0.90673876	-5.575926
ncRNA	TypeIV	353	2.0927632	-2.6663635
ncRNA	TypeIIA3_firmi	354	-2.9434612	-1.8159624
ncRNA	Ec107_like	355	-23.309074	-18.17111
ncRNA	OutgroupA	356	-2.1395082	-7.6290126
ncRNA	TypeIV	357	-2.26015	1.0592438
ncRNA	TypeIIIA1	358	-1.9164711	-0.73213744
ncRNA	TypeIB1	359	-0.2158795	-1.9138569
ncRNA	Ec107_like	360	-8.163586	-0.5292824
ncRNA	TypeIV	361	18.54974	0.91085505
ncRNA	TypeIV	362	18.566526	0.9664753
ncRNA	TypeIIIA3	363	-1.0803058	-6.4229655
ncRNA	TypeIIIA1	364	-1.7625508	-1.7673315
ncRNA	TypeIA_IIAI	365	0.93346167	-5.54321
ncRNA	OutgroupA	366	-2.576522	-8.134208
ncRNA	TypeIC1_IC2	367	5.434022	-4.689529
ncRNA	TypeIIIA1	368	-3.457484	-0.49546176
ncRNA	TypeIA_IIAI	369	0.8993837	-5.2079825
ncRNA	Ec107_like	370	-8.5406065	-0.3864671
ncRNA	OutgroupA	371	-2.4242363	-7.8622203
ncRNA	TypeIIIA3	372	-7.408841	-4.615833
ncRNA	TypeIIIA1	373	-1.5077332	-0.9512779
ncRNA	TypeIIIA3	374	-7.923299	-3.5617957
ncRNA	TypeIV	375	4.926412	-1.735665
ncRNA	OutgroupA	376	-1.7871531	-7.692336
ncRNA	TypeIA_IIAI	377	0.9299297	-4.476167
ncRNA	Ec107_like	378	-23.328264	-18.0499
ncRNA	Ec107_like	379	-22.523458	-17.703766
ncRNA	TypeIA_IIAI	380	0.31356433	-5.027949
ncRNA	TypeIV	381	3.352404	-2.161494
ncRNA	TypeIIA3_firmi	382	-2.2898624	0.9558275
ncRNA	TypeIV	383	3.961569	-1.2719762
ncRNA	TypeIIIA3	384	-8.052378	-4.2608614
ncRNA	TypeIV	385	2.0283997	-2.6430213
ncRNA	TypeIIIA1	386	-2.098747	-0.9816975
ncRNA	TypeIIIA1	387	-1.8563837	-0.35437712
ncRNA	TypeIIIA1	388	-1.38145	-1.2018858
ncRNA	Ec107_like	389	-22.490484	-17.649212
ncRNA	TypeIIIA3	390	-7.320961	-4.810413
ncRNA	TypeIC1_IC2	391	4.846269	-5.4061522
ncRNA	TypeIB2	392	6.3281484	10.487864
ncRNA	TypeIIIA1	393	-1.4605671	-1.8008865
ncRNA	Ec107_like	394	-5.496545	0.2129546
ncRNA	TypeIB1	395	-0.08093014	-2.1697288
ncRNA	TypeIIA3_proteo	396	0.26719105	-3.6830895
ncRNA	TypeIA_IIAI	397	-0.35974324	-5.453663
ncRNA	Ec107_like	398	0.06459358	-7.4846196
ncRNA	TypeIIIA3	399	-8.382168	-3.7407017
ncRNA	Ec107_like	400	-23.40519	-18.067425
ncRNA	TypeIB2	401	6.306474	10.45132
ncRNA	TypeIIIA1	402	-2.477774	-1.578596
ncRNA	TypeIIIA1	403	0.92245495	-0.7861704
ncRNA	TypeIV	404	1.1998287	-4.558168
ncRNA	TypeIIIA1	405	-0.81916416	-1.5558567
ncRNA	TypeIIIA3	406	-7.1698112	-4.7056813
ncRNA	TypeIB1	407	0.017470274	-2.5048747
ncRNA	Ec107_like	408	-23.036018	-17.849297
ncRNA	TypeIIIA1	409	-2.3416662	-1.0058644
ncRNA	TypeIA_IIAI	410	0.4060928	-5.7159076
ncRNA	TypeIIIA1	411	-2.210515	-0.51783514
ncRNA	TypeIA_IIAI	412	0.618289	-5.218177
ncRNA	TypeIIA3_proteo	413	0.98604864	-6.0818753
ncRNA	TypeIIIA3	414	-8.382944	-5.0218263
ncRNA	TypeIV	415	2.7935977	-1.176052
ncRNA	TypeIV	416	2.872602	-1.2134842
ncRNA	TypeIV	417	2.818618	-2.5637364
ncRNA	TypeIIIA3	418	-8.070401	-4.6642237
ncRNA	Ec107_like	419	0.8629034	-7.56832
ncRNA	Ec107_like	420	-23.29811	-18.004942
ncRNA	Ec107_like	421	4.728888	-4.7192774
ncRNA	TypeIIIA1	422	-3.006284	-0.44026628
ncRNA	TypeIIIA2	423	-0.7388179	-4.4445715
ncRNA	TypeIC1_IC2	424	4.890158	-4.8980594
ncRNA	TypeIIIA3	425	-7.655091	-5.355439
ncRNA	OutgroupA	426	-1.4825921	-7.6130505
ncRNA	TypeIV	427	3.5112164	-1.9936361
ncRNA	TypeIIIA1	428	-1.0699284	-1.2722223
ncRNA	TypeIIIA3	429	-7.9478374	-4.245655
ncRNA	TypeIIA3_proteo	430	3.819799	-4.2849855
ncRNA	TypeIC1_IC2	431	4.9269395	-5.2909036
ncRNA	TypeIV	432	2.0916944	-1.7935606
ncRNA	Ec107_like	433	-23.214882	-18.194368
ncRNA	TypeIX	434	1.346889	-3.6460388
ncRNA	TypeIIIA3	435	-8.320213	-4.3466883
ncRNA	TypeIIIA3	436	-7.532872	-4.7935534
ncRNA	Ec107_like	437	-22.776936	-17.894169
ncRNA	TypeIIA3_proteo	438	-1.9038053	-1.8903788
ncRNA	TypeIV	439	2.11183	-2.640524
ncRNA	Ec107_like	440	-7.9536433	-0.5701464
ncRNA	TypeIIIA1	441	-2.0641198	-1.9200472
ncRNA	TypeIC1_IC2	442	4.987314	-5.2223897
ncRNA	TypeIX	443	1.1964815	-3.3965836
ncRNA	TypeIV	444	18.605162	0.9710073
ncRNA	TypeIC1_IC2	445	5.486678	-4.7955384
ncRNA	TypeIIA3_proteo	446	0.33064044	-3.6336753
ncRNA	TypeIIA3_firmi	447	-2.323847	0.9680052
ncRNA	TypeIB1	448	0.4086514	-2.3966753
ncRNA	TypeIIA3_firmi	449	-2.2072988	1.0121157
ncRNA	Ec107_like	450	-1.2500683	-1.2487795
ncRNA	TypeIB2_firmi	451	-1.983957	-0.8136346
ncRNA	TypeIIIA3	452	-7.906577	-3.550355
ncRNA	Ec107_like	453	-4.9678273	0.09081319
ncRNA	TypeIB1	454	0.034910183	-2.288669
ncRNA	Ec107_like	455	-8.908873	-0.30125636
ncRNA	TypeIV	456	2.794396	-1.146621
ncRNA	TypeIV	457	2.7908752	-1.1597743
ncRNA	Ec107_like	458	-0.23895808	-14.082897
ncRNA	TypeIIIA1	459	-2.3536496	-1.0349425
ncRNA	TypeXIII_Mx65	460	-1.1959409	-6.361172
ncRNA	Ec107_like	461	-0.19380479	-14.115755
ncRNA	OutgroupA	462	-2.6792321	-8.306935
ncRNA	TypeIIIA1	463	-2.3719616	-0.9598528
ncRNA	OutgroupA	464	-2.3967519	-7.6909766
ncRNA	TypeIIIA1	465	-1.4307318	-1.2643906
ncRNA	TypeIC1_IC2	466	4.818575	-5.4728293
ncRNA	TypeIA_IIAI	467	0.26952535	-5.2336392
ncRNA	TypeIA_IIAI	468	0.48835096	-4.539508
ncRNA	TypeIB2	469	-0.97424364	-2.3201253
ncRNA	TypeIIIA1	470	1.0308479	-4.262691
ncRNA	TypeIIA3_proteo	471	0.29012698	-3.625164
ncRNA	TypeIB1	472	0.18908529	-2.3240433
ncRNA	Ec107_like	473	-23.362148	-18.07385
ncRNA	TypeIA_IIAI	474	0.54049575	-4.67052
ncRNA	TypeIV	475	3.0472994	-1.0737993
ncRNA	OutgroupA	476	-1.651298	-7.513209
ncRNA	TypeIIA3_firmi	477	-2.9992442	-1.7709899
ncRNA	TypeIB2_firmi	478	-2.287975	0.24928221
ncRNA	Ec107_like	479	-0.25058985	-14.086252
ncRNA	Ec107_like	480	-22.738554	-17.85307
ncRNA	TypeIV	481	18.512836	0.91954654
ncRNA	TypeIA_IIAI	482	1.3484921	-5.2590322
ncRNA	TypeIV	483	2.1500733	-3.253291
ncRNA	TypeIIIA1	484	-1.3479861	-1.2077531
ncRNA	Ec107_like	485	-10.689847	4.275774
ncRNA	TypeIIA3_proteo	486	-0.80707705	-3.666827
ncRNA	TypeIA_IIAI	487	0.5351794	-5.2344713
