rt50	type_label_modal	type_labels	loci	exact_rt	rt90	loci_per_rt90	genomes	species	genera	phyla	sources	matched_local	matched_t1	unmatched_adequate	unmatched_limited	rt90_matched_s12	rt90_unmatched_s12	rt90_unmatched_s3	cm_models	padloc_xii_loci	DENOVO_FEASIBLE_S12	DENOVO_FEASIBLE_S3
0d11472d1dc8794444f044b84cb82a46eb5026c890c989cdb9675bb08870c085	II-A	UNLABELLED|II-A	52	17	11	4.7	51	23	11	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	52	0	0	9	0		0.0	True	False
2a5c7fef8e88b5914bb3fb6a47bf73901f1d7d69aff31ac1180ef5f94fdb8efe	XI	XI	16	12	12	1.3	16	16	12	3	ncbi_bacteria|gtdb_bacteria	0	0	15	1	0	0	11		0.0	False	True
796023f711e4112bc05420cb9615435b1ab76bdf4c0eeaf7639b4772597b3a54	IV	UNLABELLED|IV	306	36	11	27.8	283	30	1	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	301	5	0	10	0		0.0	True	False
eadc8e33ea4a5f57c9859e2d11ac506889276098b7efafa0ed9d71a4570c78a4	I-B	I-B|UNLABELLED	87	21	11	7.9	87	25	9	2	ncbi_bacteria|gtdb_bacteria	0	0	84	3	0	11	0		0.0	True	False
c57c876ad609399e36b51c0eed41139e4c8b7d40937b8db3c4aba357667d2915	I-C	UNLABELLED|I-C|XII	31	19	11	2.8	31	21	14	2	ncbi_bacteria|gtdb_bacteria|gem	0	0	31	0	0	0	10		0.0	False	True
319819783588dc360e78a52a311d169f37771caf23b2f3c209d0d93e833b2eed	III-A	UNLABELLED|III-A	32	15	12	2.7	32	22	11	2	gtdb_bacteria|ncbi_bacteria	0	0	30	2	0	11	0		0.0	True	False
69f80d3daa4992d547807c5d39f15b67a1ab38832b0882151082821fa78fa616	III-A	VI|III-A|UNLABELLED	49	36	10	4.9	49	29	16	2	gem|ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	43	6	0	10	0		0.0	True	False
13ca8c3dcc05549d626747f116e00d6d59b72876b4ad791b66d0e423dd207cd3	VI	VI	48	14	10	4.8	48	26	15	2	gtdb_bacteria|mgnify_marine|mgnify_soil|gem|ncbi_bacteria	0	0	47	1	0	10	0		0.0	True	False
eba5fd892325cefe9bfa2a99cd0d74a6e7d2ea3b35149d02afc58d2242a590ce	III-A	III-A	47	17	11	4.3	47	19	5	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	0	0	45	2	0	10	0		0.0	True	False
c8248850728e5992856b0054184c34b2651192151aa0631f2849708217d7cd25	VI	UNLABELLED|VI	21	12	10	2.1	21	10	6	2	mgnify_soil|ncbi_bacteria|gtdb_bacteria	0	0	20	1	0	8	0		0.0	True	False
e9e1c1b580966007ed43952dde2cb9592bd7f082ba6331148e63d83b8cec051f	III-A	III-A|UNLABELLED	72	19	11	6.5	72	23	14	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	70	2	0	9	0		0.0	True	False
1b5253aeb2a39fc03a7752a738d511bf63b7702b1d558015803c10e686581c4f	XII	XII	9387	172	12	782.3	8383	67	18	3	gtdb_bacteria|mgnify_human_gut|gem|ncbi_bacteria	0	0	9056	331	0	0	10		9306.0	False	True
c456d1ab9875f1ce6e422dc0de988d0ff3803f81cf815cd2c31ecb97ef3e70fe	VI	VI|UNLABELLED	22	10	10	2.2	22	14	11	3	mgnify_soil|ncbi_bacteria|mgnify_marine|gtdb_bacteria|mgnify_human_gut	0	0	22	0	0	8	0		0.0	True	False
879f38846b3bad5ca17e1e65f365f2d409146a261a5a6ab9fe5cab5f637ac6a9	I-C	XII|I-C	29	19	12	2.4	27	10	6	2	gtdb_bacteria|gem|ncbi_bacteria	0	0	22	7	0	0	10		0.0	False	True
a3899c84087407d0e7b1290cc04d02ca634c41af1d7ecaa9381c973db76daf0f	III-A	III-A	24	15	11	2.2	24	15	11	2	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria|gem	0	0	23	1	0	10	0		0.0	True	False
5c2867df725ef9fe4e3cc91ceb3f3e4f6187d0323fc6523b1d7663eb2ff397ba	I-C	XII|I-C|UNLABELLED	14	13	10	1.4	13	8	7	2	gtdb_bacteria|ncbi_bacteria|gem	0	0	14	0	0	0	10		0.0	False	True
5795be61c14b887cc9fab0545cee77d39a2b7b6c79670080ea67542576e2c774	II-A	II-A|UNLABELLED	245	108	11	22.3	234	12	6	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	125	120	0	10	0		0.0	True	False
4b6b64e8ce7fd6ebe20f69eb42f22dfbf70db9eb81e8a57697b91d72db7d118b	III-A	III-A	85	26	10	8.5	85	39	10	4	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	85	0	0	10	0		0.0	True	False
a44f79dd87ef6bf0a023e5bb94c1ba4ad5ded1811191cb7ffb5b2b6b7cbc6147	II-A	UNLABELLED|II-A	13	13	11	1.2	13	13	13	1	gtdb_bacteria|ncbi_bacteria	0	0	12	1	0	9	0		0.0	True	False
458a04b962588e268298798806a3696294dcbe778c0c4b185c9c76d87d724f01	III-A	III-A	46	15	10	4.6	46	18	2	2	gtdb_bacteria|ncbi_bacteria	0	0	45	1	0	10	0		0.0	True	False
ce97e07f82ee08c7e2008ab0a384267ef0a0b6efddfa2dbf6d4bafc56e66550d	VI	VI	16	13	11	1.5	15	12	9	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	14	2	0	10	0		0.0	True	False
9331c886618c5fcf6ebca9a0ed104abdab8165bbcced500696723ead1d372781	I-C	I-C	18	12	12	1.5	18	16	10	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	16	2	0	0	10		7.0	False	True
8252817f25f702520e57c3af5ba2beda4deef5120edf0bf4766eff07514041b7	XIII	XIII|UNLABELLED	16	10	10	1.6	12	8	5	2	ncbi_bacteria|mgnify_marine|gtdb_bacteria|gem	0	0	16	0	0	8	0		0.0	True	False
8e315957d57c76da354dc020a9307e987a54580cc1b6272ee9c7270e78b4074f	VI	VI	52	14	10	5.2	52	21	14	2	mgnify_marine|ncbi_bacteria|gem|gtdb_bacteria	0	0	49	3	0	10	0		0.0	True	False
78bf2227827e1f9f5b59826f3586f02dfae0df928bb48d1d0f4909af75eca072	XII	XII	68	18	10	6.8	68	16	4	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	65	3	0	0	10		40.0	False	True
fa94251f98dd1e97bc579116f2a1c155dacccad324a5b2986ca89c60d5f65f5a	XII	XII	56	24	11	5.1	56	27	14	2	ncbi_bacteria|gem|mgnify_human_gut|gtdb_bacteria	0	0	52	4	0	0	10		0.0	False	True
28b33a8b2723c0ca69f25e509bf13cf59e0b75e96eaa9fcee15f1a916004c7ce	VI	VI	18	12	12	1.5	18	13	11	2	ncbi_bacteria|ncbi_archaea|gtdb_bacteria|mgnify_marine	0	0	13	5	0	10	0		0.0	True	False
22b0c4ee9d0a3c02113fc978ee4b81ae213bf6942fe74cb3953622fba9892dc0	XII	XII|I-C	19	11	10	1.9	19	18	5	2	gtdb_bacteria|mgnify_soil|ncbi_bacteria	0	0	19	0	0	0	10		0.0	False	True
92baa9f10c8b2e51cf6f7ae2c386109e65ec34242ba0e7ea394cf151dea8aed3	VII-A2	UNLABELLED|VII-A2	29	11	10	2.9	29	15	13	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	0	0	28	1	0	10	0		0.0	True	False
486989fabe28cefd0e64dafd34665b1a0f8f4571f6c9151e794215078b8a64e3	I-C	I-C	96	45	11	8.7	96	24	11	3	gtdb_bacteria|gem|mgnify_human_gut|ncbi_bacteria	0	0	84	12	0	0	10		95.0	False	True
7355c2720d50a86a4722755e7ebe066a0044cca18499d4eee0f53f19656d747a	III-A	III-A|UNLABELLED|VI	62	14	11	5.6	62	22	9	2	gtdb_bacteria|ncbi_bacteria	0	0	60	2	0	10	0		0.0	True	False
87674b2a721e0e0e3b726e5002025390eccd1a22e06f10a8c9171f66bbea80b0	VI	UNLABELLED|VI|I-A	911	42	9	101.2	908	47	13	3	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	896	15	0	8	0		0.0	True	False
aa1ef034294e387b57565e9b899479cc160e1aa3ea039e0e6d04f73e12f4558f	XI	XI	15	14	11	1.4	15	10	7	2	ncbi_bacteria|gtdb_bacteria	0	0	13	2	0	0	9		2.0	False	True
5c114b10f8c3f119c214775c70f0e1795dea3f72fac5a4302d89b6f3e2d18ac8	VI	VI|UNLABELLED	17	11	9	1.9	17	11	8	2	mgnify_soil|ncbi_bacteria|gtdb_bacteria	0	0	16	1	0	8	0		0.0	True	False
f29782e90b94a9dfbe48d1e48766059e9149466789f5bb94d2773a77adfad7e5	VII-A1	VII-A1	24	11	10	2.4	24	15	12	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	0	0	22	2	0	0	9		0.0	False	True
27abbdb37c615823c6cd166844e46f181c4bb459029dcdcb7a1eebafe82980ee	XI	XI	24	9	9	2.7	24	14	6	2	gtdb_bacteria|ncbi_bacteria	0	0	24	0	0	0	9		0.0	False	True
6ec1613429a0180178e0442d5c9d1003bb0e3ec70ca6b5e0578b7ab1cdd05582	VI	VI|UNLABELLED	249	22	10	24.9	249	21	11	2	gem|ncbi_bacteria|gtdb_bacteria	0	0	234	15	0	9	0		0.0	True	False
e299aeec4be1f32eaaccd37b88dd27cc3ef75bf413e806d91c353f8eedad716f	XI	UNLABELLED|XII|XI	17	13	9	1.9	17	13	9	5	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	16	1	0	0	9		0.0	False	True
6891e7540c61b8e8a3139e6bd3b3bfad8a712bc4d9ac7a69ec2377933ae47ed2	VI	VI	107	21	9	11.9	107	30	12	2	gem|ncbi_bacteria|gtdb_bacteria	0	0	107	0	0	9	0		0.0	True	False
bb5db30c5f0138e3bd30a7333877f8406ff38e803864f547edcb22faae94defd	VI	VI	51	14	9	5.7	51	24	10	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	0	0	51	0	0	9	0		0.0	True	False
4bf326263e8f92cd931f6c1c871451768c7a1ff74ffe03c26ef3ee84109f5906	IV	V|IV|UNLABELLED	1436	77	9	159.6	1434	97	23	3	gtdb_bacteria|gem|mgnify_human_gut|mgnify_soil|ncbi_bacteria	0	0	1407	29	0	9	0		0.0	True	False
f62e6e9ce94bc792bddd029cf5236c4d6138d4d06278062a0d6517d6917cda87	VI	UNLABELLED|VII-A2|VI	106	29	9	11.8	105	43	9	2	mgnify_marine|ncbi_bacteria|gem|gtdb_bacteria	0	0	97	9	0	9	0		0.0	True	False
385e96a6ba7d9b33ff9c2e2c224e00dd6466ed6429238966f696168bc444f7eb	II-A	II-A|UNLABELLED	1360	117	9	151.1	1333	58	19	4	gtdb_bacteria|mgnify_marine|mgnify_human_gut|gem|ncbi_bacteria	0	0	1248	112	0	9	0		0.0	True	False
913a7f43c1f8bc983430fc9adc3526eae7f070b843ddd9c59ff7bc1592d26dfc	III-A	III-A	62	20	11	5.6	61	31	20	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	53	9	0	9	0		0.0	True	False
7dc61c12af14e57f12e9ff8063ee3dcb7a82a66f168bca3c137abc3a18b979f6	XII	XII|UNLABELLED	13	11	9	1.4	13	12	8	2	gtdb_bacteria|gem|ncbi_bacteria	0	0	12	1	0	0	8		0.0	False	True
7469f09cd943d19a8339530fa900e74d19aa7a490c9b9f94905e907d3b765b30	VI	VI|UNLABELLED	15	12	9	1.7	15	13	8	3	ncbi_bacteria|mgnify_marine|gtdb_bacteria	0	0	13	2	0	9	0		0.0	True	False
47127d5a7e9501ed0a107b8bb8ae7c75730f433af480bf3598ee4583dbe2503f	I-B	UNLABELLED|I-B	151	24	9	16.8	151	12	7	2	gtdb_bacteria|ncbi_bacteria	0	0	147	4	0	9	0		0.0	True	False
730990654feb2b6b803bf7f19d49732cef0ad2f8e684c98083cd52ef728e215e	III-A	III-A	20	14	9	2.2	20	17	10	2	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria|gem	0	0	15	5	0	9	0		0.0	True	False
d753f3550f4342b96829697b3e964d879c4cad43e33005490635e73d98e3f52d	III-A	III-A	28	16	10	2.8	26	16	12	4	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	24	4	0	8	0		0.0	True	False
a96c2d337ae378f1b6fa13b8a572b7833f9a216ec00e5fcc52fe016847a9e851	VI	VI|UNLABELLED	11	8	8	1.4	11	7	5	2	gtdb_bacteria|ncbi_bacteria	0	0	11	0	0	7	0		0.0	True	False
a1a258db2f35b5546ed9d5b2be0b106dbd8734fa7b1348119b09fe93f39abb47	I-C	I-C|XII	26	15	11	2.4	26	9	7	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	21	5	0	0	8		0.0	False	True
4e6084c386dea59d229ac3f95a97cacbb7cc00bb1fb367b4822d1f3311e7c835	XI	XII|XI	13	9	9	1.4	13	12	9	2	gtdb_bacteria|ncbi_bacteria|mgnify_soil	0	0	12	1	0	0	8		0.0	False	True
49c1d13e48bde9aec1a4204be11db93738ae507cf6090fe1d2b87b30addadedc	XI	XI	12	8	8	1.5	12	11	4	2	ncbi_bacteria|gtdb_bacteria|gem	0	0	12	0	0	0	8		0.0	False	True
171f5f7e47b3292a196be299a6be52b1f09a5536dea5497dd1375f1d7b708823	XII	XII|I-C	17	15	8	2.1	17	8	7	2	gtdb_bacteria|ncbi_bacteria	0	0	17	0	0	0	8		0.0	False	True
4141b5a7a24013a21ecd5f0263e839b90f9b773369b59aae9c9ace011b101c40	XI	XI|XII	12	10	9	1.3	12	11	8	5	gem|gtdb_bacteria|ncbi_bacteria|mgnify_soil	0	0	11	1	0	0	8		0.0	False	True
3a3f4e3ce193275113187f79002860b9c4abf1c62c40aa47de23b160c294dbda	I-C	I-C	13	9	9	1.4	13	12	11	2	gtdb_bacteria|ncbi_archaea|ncbi_bacteria	0	0	12	1	0	0	8		13.0	False	True
4af419b7084bcbfcd50d2bf19036e7196458424b6921baa1fffb9e96d14912a1	XII	I-C|UNLABELLED|XII	15	13	10	1.5	15	14	11	3	ncbi_bacteria|mgnify_human_gut|gem|gtdb_bacteria	0	0	13	2	0	0	7		0.0	False	True
85cfca208552b1b9daa327520566739f4ad96bba7038f7a0659718b73485b91d	VII-A2	VII-A2	20	10	8	2.5	20	11	7	2	gtdb_bacteria|mgnify_soil|gem|ncbi_bacteria	0	0	20	0	0	8	0		0.0	True	False
15c768c1e9e129066e1b397ea933cef8a1e5d6dc0232b127ddc63d8e8025b73f	III-A	III-A	13	9	8	1.6	13	9	7	2	gem|ncbi_bacteria|gtdb_bacteria	0	0	13	0	0	8	0		0.0	True	False
e9f737628f8450b8e0f6483044d03aa5739e033cf819b68a967c650f42e94a1c	VI	UNLABELLED|VI	20	13	9	2.2	20	12	6	2	ncbi_archaea|mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	18	2	0	8	0		0.0	True	False
2d4a0179bca2aca7be37e91c9e74d3961c36b5fa412bbc8a91483bb10bec6963	VII-A1	VII-A1	21	14	10	2.1	21	13	11	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	15	6	0	0	8		0.0	False	True
509b323692be2357ff36871509ae32de08c0367564f2cf07a6b06ec182312f1f	I-C	I-C	20	14	8	2.5	20	8	6	2	ncbi_bacteria|gtdb_bacteria	0	0	16	4	0	0	8		0.0	False	True
e49246877b80e04e182815cb7760b88ea894a75679a940727ac55891c5747d9a	III-A	I-A|III-A|UNLABELLED	29	15	8	3.6	29	19	13	5	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria|gem	0	0	28	1	0	8	0		0.0	True	False
cf897e750e4efd3ff92a9e1a821e0b453374c468c1c63e06838dc90e59322982	X	UNLABELLED|X	32	15	11	2.9	32	10	7	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	19	13	0	8	0		0.0	True	False
f1e0b57db9b0d17838f32dd96e784398fd99c3f4bfb197291e120ff123ccb6d7	XIII	XIII	9	8	8	1.1	9	5	4	2	mgnify_soil|ncbi_bacteria|gtdb_bacteria	0	0	9	0	0	8	0		0.0	True	False
f225fdbd5c8fe146e5216aa18f8231e6362e6261d82cc4ccdda820496d32df2d	VI	VII-A2|VI	80	35	9	8.9	80	41	15	3	ncbi_bacteria|mgnify_human_gut|gem|gtdb_bacteria	0	0	67	13	0	8	0		0.0	True	False
22cf851ee1142654b769d450e4d201bf8ba496c65eacb927715b968a8345d88a	XII	XII	834	19	9	92.7	834	12	7	2	gem|gtdb_bacteria|ncbi_bacteria	0	0	822	12	0	0	8		831.0	False	True
31b6b47d43385de61d1b651997df26679846a3f8ef6ae58e73f496527eb5bed4	VI	VI|UNLABELLED	510	21	9	56.7	493	30	9	3	gem|mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	485	25	0	8	0		0.0	True	False
7ee4c12a845b3187374c18fd6d8608ebde8ecfeb73235993cef0b952ffd5b493	IV	UNLABELLED|IV	839	29	8	104.9	839	25	6	2	gem|gtdb_bacteria|ncbi_bacteria	0	0	834	5	0	8	0		0.0	True	False
9d0c81f2e00c1cbc672628a509731bf348aa6a19c54f184fdcd202335faf5df4	II-A	UNLABELLED|II-A|I-A	177	51	9	19.7	177	78	43	6	mgnify_human_gut|gem|gtdb_bacteria|ncbi_bacteria|mgnify_soil	0	0	167	10	0	8	0		0.0	True	False
068d158cc20ba842a5a7e7753e77a79570762fd37876fe6e9d2f0e1967771a45	I-C	UNLABELLED|XII|I-C	432	254	8	54.0	427	28	4	2	ncbi_bacteria|gem|gtdb_bacteria|mgnify_human_gut	0	0	383	49	0	0	7		0.0	False	True
9bbfe6a8a5a0cc9076ed182f079dc89c60ce99593c804abbe9ee53338bf09592	XI	XI	106	14	8	13.3	106	13	5	2	ncbi_bacteria|gtdb_bacteria	0	0	60	46	0	0	8		0.0	False	True
bdfbdd447182e8fa0f2d69dd8ddbd74168b81a4bab306474e4a05ae821642501	VI	VI|UNLABELLED	76	27	8	9.5	76	30	13	2	gem|ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	75	1	0	7	0		0.0	True	False
80d2a0b022c236c07b0b5647586b5e30d1b0549abe58a4129bc5095e7b9e0b0d	III-A	III-A	38	13	8	4.8	38	20	2	2	ncbi_bacteria|gtdb_bacteria	0	0	36	2	0	8	0		0.0	True	False
5df6d0787afebd8fd8cd65c4715d0e7c84cc18f39ec03407ec33b50d38b078c5	III-A	III-A	115	19	8	14.4	114	31	9	2	gtdb_bacteria|ncbi_bacteria	0	0	109	6	0	8	0		0.0	True	False
128b7b394d604a5df7456c3577e665221f8a5addadbb1717693836e999e36f95	XII	UNLABELLED|XII|I-C	31	20	8	3.9	31	20	13	2	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	27	4	0	0	6		0.0	False	True
a1f695e6a5d53fe94c3031531e12a15a234ea1ab4dd2ec4b207340f5c25d3785	VI	VI|UNLABELLED	2725	36	10	272.5	2725	44	13	3	mgnify_marine|mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	2709	16	0	6	0		0.0	True	False
42478ec48e6b19edbca9b00c603d71a9c12366534ec35739483ccf591a3a775d	VI	UNLABELLED|VI	11	11	8	1.4	11	10	9	4	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	9	2	0	6	0		0.0	True	False
b9ee35ace657966cae1d8ff2f368059fff1d0fce91788d6c442f72cad24b230a	I-B	I-B|UNLABELLED	64	11	7	9.1	64	10	6	2	gtdb_bacteria|ncbi_bacteria	0	0	62	2	0	7	0		0.0	True	False
57094e912c28b2f5860cd5cba5b4010de582957351bc8a610b62fe07584cb784	UNLABELLED	VI|UNLABELLED	58	39	11	5.3	57	12	7	2	ncbi_bacteria|gtdb_bacteria	0	0	20	38	0	6	0		0.0	True	False
a8da2115e6714ce7e746eb04dda7e9f41e419f8bc07b30d5546c0bdd31507340	VI	VI	9	8	8	1.1	9	5	6	2	mgnify_soil|ncbi_bacteria|gtdb_bacteria	0	0	8	1	0	7	0		0.0	True	False
997c76156fb38027bec45db1a60af203a1e8faf84eb8343591fd14e0c42ba81c	II-A	II-A	29	10	7	4.1	29	16	11	2	gem|mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	29	0	0	7	0		0.0	True	False
770115fbf61e5fbba80cbdb8c964e2a04c688ff1d96ea2e5e2f77c2ae0333c08	II-A	II-A	11	7	7	1.6	11	10	6	2	ncbi_bacteria|gtdb_bacteria	0	0	11	0	0	7	0		0.0	True	False
06c9c712508c9eaaeceef3b0a6824b0314b09eb7d91f48a7d8858e75a2951e82	III-A	I-A|UNLABELLED|III-A	446	36	7	63.7	446	52	16	4	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	0	0	429	17	0	7	0		0.0	True	False
8f620a68e15de57002ad0715e85818c4e56dc16a8d3b53f700482cd810035f8f	XI	XI	62	13	7	8.9	62	25	9	2	gtdb_bacteria|ncbi_bacteria	0	0	60	2	0	0	7		2.0	False	True
9612275f5ec4cbf2582a2f3b423ef0a37d02568acddce8e05685335100a9e45d	III-A	III-A	16	8	8	2.0	16	14	9	2	gtdb_bacteria|ncbi_bacteria	0	0	15	1	0	7	0		0.0	True	False
a1691b72a6aeb1d5b28eeea235a60fcea36956bd0cea0f9db148f156203e97bf	XII	XI|XII|UNLABELLED	88	40	8	11.0	88	17	5	2	ncbi_bacteria|gtdb_bacteria	0	0	71	17	0	0	7		0.0	False	True
7b384d78f8d3679fe8ded60f1a540043657036a9a1dc540560f7b24efec33988	III-A	III-A|UNLABELLED	96	16	7	13.7	96	27	22	4	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	91	5	0	7	0		0.0	True	False
490cebd82bfa1c4cd4a8e4b4212eeb3d60bcbc1f9a33baf4619ce44551b5f7e6	III-A	III-A	15	10	8	1.9	15	12	9	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	0	0	12	3	0	7	0		0.0	True	False
4009f3abdaddcc1f367573aef3e49e96e04c95372d665bbc91f61b8ae49c51ff	III-A	III-A	15	7	7	2.1	15	13	8	2	ncbi_bacteria|gtdb_bacteria	0	0	15	0	0	7	0		0.0	True	False
1410a4a0fd5691f9cb4d877250ba2b08f2e225c45d744b063ea0d2a6e99bd185	III-A	III-A	229	22	7	32.7	229	42	22	6	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut|gem	0	0	189	40	0	7	0		0.0	True	False
aa73fe1712188a2dee7258f0c2161a4abf94fc97c2515e36b6a9d459e4282f0a	III-A	III-A	11	7	7	1.6	11	11	7	2	gtdb_bacteria|ncbi_bacteria	0	0	11	0	0	7	0		0.0	True	False
2e4ac6ee7cdf0b9e281cbb60da9a7d67e4962d7ba5fe48f5b039c23ed0eed98b	VI	VII-A2|VI	14	10	7	2.0	14	11	8	3	ncbi_bacteria|mgnify_human_gut|gem|gtdb_bacteria	0	0	14	0	0	7	0		0.0	True	False
0ac5c711218b3668a68073d7ea86cc1aa6b0cfd3170345dcae655fea6c874558	VII-A2	VII-A2|UNLABELLED	14	7	7	2.0	14	12	6	2	ncbi_bacteria|gtdb_bacteria	0	0	14	0	0	6	0		0.0	True	False
72eb3185a3e47bc62e1cc76daedc4f49d89d2727b1330d4af8193721d1199991	VI	VI|UNLABELLED	72	21	7	10.3	70	45	22	2	gem|mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	65	7	0	7	0		0.0	True	False
c6da3778677bd3d581c95872f82b06b9a5c3feaa1f1dec2f44c79ae0b7a6b832	VI	VI	19	10	8	2.4	19	11	9	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut|mgnify_marine	0	0	16	3	0	7	0		0.0	True	False
655b7198eb59dc046d3c134fe4039d647026fc7362023b3e795435f7b3dd736a	III-A	III-A	14	9	7	2.0	14	12	7	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	9	5	0	7	0		0.0	True	False
f0ed6db4d7bc2a621fc99afe88a9fad132111a4b72af4879b483b731d3629b80	VI	VI|UNLABELLED	289	45	7	41.3	277	35	10	3	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	286	3	0	7	0		0.0	True	False
4b9ee828f3c87d71f81e53319fc66af50c8ab0fc98a08253687cf69bbd08f76d	III-A	III-A	281	23	7	40.1	281	34	14	4	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	247	34	0	7	0		0.0	True	False
b39f56a304451108f35baac8fa8301818491346e2e82b0ff467af07f977b1847	VII-A1	VII-A1	11	7	7	1.6	11	9	4	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	11	0	0	0	7		0.0	False	True
0732d173e980530b79b029d72f42e4d5ae5d98006e4a0e41dc3eeb1cd7a492b3	X	X|UNLABELLED	85	54	7	12.1	85	18	8	3	mgnify_marine|ncbi_archaea|gtdb_bacteria|ncbi_bacteria|gem	0	0	73	12	0	7	0		0.0	True	False
ea7764b76582cb998ae692775804cc27dd005adbd99abfed6ad8dd32b54bb380	XII	XII	12	8	7	1.7	12	10	6	2	gem|ncbi_bacteria|gtdb_bacteria	0	0	12	0	0	0	7		0.0	False	True
7516d95bafd41f5d54c43e74a0a2af0d004298f7cb53917de81f3b034cf77a6f	XII	XII|I-C	19	9	8	2.4	19	9	7	2	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	18	1	0	0	7		0.0	False	True
2fc5e8fd3ae49526d8da042407a6887df4a560c0b29144c19eac59dbeaa8d75c	III-A	III-A	30	10	8	3.8	30	17	14	2	gem|mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	22	8	0	7	0		0.0	True	False
e9ca09182143170a5bf261bb5979251c4970691423587f9c71e6277d54bb1c70	III-A	III-A	17	7	7	2.4	17	12	9	2	gtdb_bacteria|mgnify_marine|ncbi_bacteria	0	0	17	0	0	7	0		0.0	True	False
85bf183f1b2f3a0ba8fbe6641bd7f88fdf852bb29e37c8035de950d2abf3df05	VI	VI	27	9	7	3.9	27	14	4	2	gem|gtdb_bacteria|ncbi_bacteria	0	0	27	0	0	7	0		0.0	True	False
7c234f141ad86c952ff5f9cebece0dbe88a218b4f55e8b97ce17e345c72c2ccb	III-A	UNLABELLED|III-A	34	18	7	4.9	34	11	8	4	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	30	4	0	7	0		0.0	True	False
713e809270a64279b2e98611990e7844bec33364964e8d81e13f0a66986a6a5d	I-C	I-C|XI|XII	166	61	7	23.7	166	56	14	5	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria|gem	0	0	133	33	0	0	7		0.0	False	True
fdb0f1d4cd551e8c4a4d1936d2e696cbae02b395f75b4c2f5a46c812d8677b0d	VI	VI	33	12	7	4.7	33	15	3	2	gtdb_bacteria|ncbi_bacteria	0	0	28	5	0	7	0		0.0	True	False
8bdbf3a5c6756b1129bb1436e050753b80cff3a713093c6fc7d858062fa9510d	XII	XII	25	12	7	3.6	25	19	3	2	gtdb_bacteria|ncbi_bacteria	0	0	23	2	0	0	7		25.0	False	True
d63bfafd6e029d9b1dc2b7ac0c1866d6ea03e6a2d067f31a7a532d46699bfaa1	III-A	III-A	25	10	7	3.6	25	17	3	2	ncbi_bacteria|gtdb_bacteria	0	0	22	3	0	7	0		0.0	True	False
d2d58b3208337d93426715aec13200e1a59c4bf7c84d4b0e63bf6c7d21a3ea72	III-A	III-A	33	13	7	4.7	33	14	10	2	mgnify_marine|gem|gtdb_bacteria|ncbi_bacteria	0	0	32	1	0	7	0		0.0	True	False
845d9d8eacbd8798b63b77784e21f393160c23750ea836ac8cce71d0edaa2770	III-A	III-A	39	12	7	5.6	39	15	8	2	gtdb_bacteria|ncbi_bacteria	0	0	39	0	0	7	0		0.0	True	False
