rt50	loci	exact_rt	rt90	loci_per_rt90	genomes	species	genera	phyla	sources	type_labels	type_label_modal	cm_models	matched_local	matched_t1	unmatched_adequate	unmatched_limited	unusable	rt90_pos_pool	rt90_matched_s12	rt90_unmatched_s12	rt90_unmatched_s3	rt90_unmatched_any	padloc_xii_loci	any_matched	POS_FEASIBLE	MIXED	DENOVO_FEASIBLE_S12	DENOVO_FEASIBLE_S3
b9dbe5dc4c8838810c297a497260d01ae91624623e768da7a868743d7185107d	56	19	14	4.0	56	30	8	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	III-A|I-A	III-A		0	0	56	0	0	0	0	14	0	14	0.0	False	False	False	True	False
4d6b47acf8a593753daf36a1d22d6e4873e902166a2eca0ca2c267a31a7267f0	56	10	4	14.0	53	12	2	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	44	0	12	0	0	3	0	0	1	1	0.0	True	False	False	False	False
fa94251f98dd1e97bc579116f2a1c155dacccad324a5b2986ca89c60d5f65f5a	56	24	11	5.1	56	27	14	2	ncbi_bacteria|gem|mgnify_human_gut|gtdb_bacteria	XII	XII		0	0	52	4	0	0	0	0	10	10	0.0	False	False	False	False	True
08429786b3ac3a4bdb8232c1bf31ba91be235ad77f2d9e52994460a7b7688ef1	56	16	5	11.2	56	14	4	2	gtdb_bacteria|ncbi_bacteria|mgnify_marine	III-A|UNLABELLED	III-A	TypeIIIA3	9	0	45	2	0	1	1	5	0	5	0.0	True	False	False	False	False
7016b58d23fed085fcb12bb3f3231d0ada15cc01a57096d17f6a3c43538fdb34	56	42	5	11.2	56	12	4	2	gtdb_bacteria|ncbi_bacteria	I-C	I-C	TypeIC1_IC2	53	0	2	1	0	5	0	0	1	1	2.0	True	False	False	False	False
15a03c3556068219790893660db57defdfb9c8a0fc0545d59a7648d09dd9839c	55	18	10	5.5	55	24	6	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED|I-B	I-B	TypeIB2_firmi	7	0	48	0	0	2	2	8	0	8	0.0	True	False	False	False	False
246456b6da0c988370e6797fdffa23255684c79273416396ca0ab1d7e11f3e46	55	50	33	1.7	54	39	13	2	ncbi_bacteria|gem|ncbi_archaea|gtdb_bacteria|mgnify_human_gut	UNLABELLED|XII|I-C	XII		0	0	50	5	0	0	0	0	26	30	0.0	False	False	False	False	True
28fd114f5ea4b10c3a8a3d73f5a901422f67606f3f2e28e41fb2d9f6fe05e326	55	29	19	2.9	55	35	18	2	ncbi_bacteria|mgnify_marine|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	24	0	31	0	0	5	0	0	16	16	2.0	True	False	False	False	False
89a454d4c7eaf3f96e3f184110ad579c6a439743e3e8abc97eb1055b4b506dc2	55	27	12	4.6	55	29	12	2	ncbi_bacteria|gem|gtdb_bacteria	VII-A2|I-B	I-B		0	0	55	0	0	0	0	12	0	12	0.0	False	False	False	True	False
5921340f4d7fb853056d0e68a0131a9213dc90d7e21351c8d673a02ede8de5f5	55	26	7	7.9	54	14	7	2	ncbi_bacteria|gtdb_bacteria	III-A|UNLABELLED	UNLABELLED	TypeIIIA3	7	0	7	41	0	1	1	2	0	2	0.0	True	False	False	False	False
c27cae419d4a71095661570a086f528ba115752f93359ff564411c04559069f9	55	28	21	2.6	55	30	17	2	gtdb_bacteria|gem|mgnify_marine|ncbi_bacteria	I-A|I-B|UNLABELLED	I-B	TypeIB1	51	1	1	2	0	18	18	0	0	1	0.0	True	True	False	False	False
0defd6652dd7bd7e54722d897d1fc4c8ea324facddf87794a7d505dea2977a2c	55	21	14	3.9	55	33	13	3	mgnify_soil|ncbi_bacteria|gtdb_bacteria|gem|mgnify_marine	I-C	I-C	TypeIC1_IC2	50	2	2	1	0	11	0	0	1	1	0.0	True	True	False	False	False
2f97f33d77fb229c6c5324c7999c676f7536b38c093aabb4ba87eabe0c54a85b	55	40	29	1.9	55	34	26	4	gtdb_bacteria|gem|mgnify_soil|ncbi_bacteria	UNLABELLED	UNLABELLED	OutgroupA	1	12	13	29	0	0	0	0	0	6	0.0	True	False	False	False	False
bba5a445fc067f19daa838072b9bf5ee200a5807e9968653bc93f679d5c40bb2	55	14	2	27.5	55	4	2	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	III-A	III-A		0	0	15	40	0	0	0	2	0	2	0.0	False	False	False	False	False
fff6ebb52408a3fd1115c505aa98f1c63fad57c74adfaffee1b6171280cc0bf9	55	20	6	9.2	55	17	3	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	XII	XII		0	0	48	7	0	0	0	0	4	4	53.0	False	False	False	False	False
0c6bb625fa619a9f8dd4fee234ccef89727b27b4c8952569b468b4762b78b192	55	5	1	55.0	53	7	5	2	gtdb_bacteria|ncbi_bacteria	II-A|UNLABELLED	II-A		0	0	52	3	0	0	0	1	0	1	0.0	False	False	False	False	False
e8d246aebb144eeaa8e2ad187539eb92463ae62427e13e249c70ac129075c034	55	22	5	11.0	55	16	12	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	II-A	II-A		0	0	55	0	0	0	0	5	0	5	0.0	False	False	False	False	False
8e4a322b4c93acd0425a9a7d2b630d82a7c1af8250aafd039f8dbb72bb77873e	54	30	7	7.7	54	2	1	2	gtdb_bacteria|ncbi_bacteria	III-A|I-A|UNLABELLED	UNLABELLED	TypeIIIA3	0	3	0	51	0	0	0	0	0	0	0.0	True	False	False	False	False
dfc1007ca068f5825dd82d1ee05aa82e0a097673f25ee9e251b3471c13836ab7	54	36	32	1.7	54	39	28	6	ncbi_bacteria|gem|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	52	0	0	2	0	29	0	0	0	0	0.0	True	True	False	False	False
66e1bc8c9d17c0477b0939cdc53a9f74eaee7f0908db45e18eda4bcb0da2b86d	54	26	3	18.0	53	8	7	3	mgnify_human_gut|gem|gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED	Ec107_like	49	0	0	5	0	0	0	0	0	0	0.0	True	False	False	False	False
383e23a685a3f8de7676463e017b03295c21d136f45f355f2df1191d195cfb79	54	15	10	5.4	52	18	8	2	mgnify_soil|ncbi_bacteria|mgnify_marine|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	52	0	0	2	0	10	0	0	0	0	0.0	True	True	False	False	False
e7368268d6ccf8061aab71b3ec425e0515f8300461bce948e767800de52891d3	53	22	7	7.6	53	16	11	4	gtdb_bacteria|mgnify_human_gut|gem|ncbi_bacteria	UNLABELLED	UNLABELLED	Ec107_like	49	0	1	3	0	0	0	0	0	1	0.0	True	False	False	False	False
7b4f32adcad356d7a200b2446b3e6143ca801f43c6f11e17b1dc30de7e0c6457	53	7	5	10.6	53	8	6	2	gtdb_bacteria|ncbi_bacteria	VI	VI		0	0	51	2	0	0	0	4	0	4	0.0	False	False	False	False	False
1fd08f5da84987fc0f813326482382286bc6403f06309a57ff8a61d98d8bccf8	52	20	12	4.3	52	30	11	3	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	48	4	0	0	0	0	0	12	0.0	False	False	False	False	False
bae22e618e39072fa079bcf1e86a71d7df6267116e690594e583fa1977563af5	52	15	2	26.0	52	16	2	2	gtdb_bacteria|ncbi_bacteria	XII	XII		0	0	48	4	0	0	0	0	2	2	50.0	False	False	False	False	False
7e94c2e1f033c9ea773bace4f02521b242b47343ab176f69b45009a0565eba60	52	17	9	5.8	52	17	7	2	gem|ncbi_bacteria|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	40	0	0	12	0	9	0	0	0	0	0.0	True	True	False	False	False
ac2bef771b208cb7181c69c4fe35c6ba120c15e184bcfdddc235c41bb52f7fcd	52	14	4	13.0	51	19	3	2	ncbi_bacteria|gtdb_bacteria	I-C	I-C	TypeIC1_IC2	49	0	2	1	0	3	0	0	1	1	0.0	True	False	False	False	False
58c29fd83422092d61cf19b1945941e41c57c56a84c02f80051df6edb0478d4d	52	20	10	5.2	52	25	16	4	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	XI	XI	TypeIC1_IC2	4	0	42	6	0	0	0	0	7	7	0.0	True	False	False	False	False
8e315957d57c76da354dc020a9307e987a54580cc1b6272ee9c7270e78b4074f	52	14	10	5.2	52	21	14	2	mgnify_marine|ncbi_bacteria|gem|gtdb_bacteria	VI	VI		0	0	49	3	0	0	0	10	0	10	0.0	False	False	False	True	False
0d11472d1dc8794444f044b84cb82a46eb5026c890c989cdb9675bb08870c085	52	17	11	4.7	51	23	11	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	UNLABELLED|II-A	II-A		0	0	52	0	0	0	0	9	0	11	0.0	False	False	False	True	False
d6c4dfde9cdb577a95222c08c16206d9ec30b58a4a7acab96ce4985e6f223fe5	52	41	11	4.7	52	12	6	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	UNLABELLED	UNLABELLED	TypeV	40	0	0	12	0	0	0	0	0	0	0.0	True	False	False	False	False
e6b22648e2dea19454964008be88aa77de3137580ac07710aa2403aefd0b7a5c	51	16	15	3.4	51	26	10	2	ncbi_bacteria|gem|gtdb_bacteria	IX|VII-A2|UNLABELLED	VII-A2		0	0	46	5	0	0	0	12	0	12	0.0	False	False	False	True	False
e35ef684d6fd291d12bf4d9c2128a3beac7686f1bb2b7b615a9e09bc3fa86bcd	51	18	18	2.8	51	19	17	2	ncbi_bacteria|mgnify_soil|gem|gtdb_bacteria	II-A|UNLABELLED	UNLABELLED	TypeIA_IIAI	0	32	0	19	0	0	0	0	0	0	0.0	True	False	False	False	False
25f37dd539aef308dc323f2fec4fc58126daacb42174cad6491f09d3ad158c75	51	4	2	25.5	51	6	3	3	gem|mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	35	16	0	0	0	0	0	1	0.0	False	False	False	False	False
109893a10a87281d258d24526b6f0e5a71317db916d9fe30bed4761f5cdaef36	51	19	2	25.5	51	18	2	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED|III-A	III-A	TypeIIIA2	51	0	0	0	0	2	2	0	0	0	0.0	True	False	False	False	False
8659a50eb4737956d113530c790661527a8e52223f26f1a587f07346c5b1cfd5	51	20	16	3.2	51	26	10	2	gtdb_bacteria|mgnify_marine|gem|ncbi_bacteria|mgnify_soil	UNLABELLED|II-A	II-A	TypeIA_IIAI	0	37	10	4	0	0	0	4	0	4	0.0	True	False	False	False	False
34c70c16b17b547c9fb4d4804987325f7381b18bf63cb83038cec94ef69d62ca	51	18	3	17.0	51	4	4	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED|VII-A2|I-B	UNLABELLED	TypeIB1	6	12	0	33	0	2	2	0	0	0	0.0	True	False	False	False	False
bb5db30c5f0138e3bd30a7333877f8406ff38e803864f547edcb22faae94defd	51	14	9	5.7	51	24	10	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	VI	VI		0	0	51	0	0	0	0	9	0	9	0.0	False	False	False	True	False
ae0dd42e57512fe5c82ba73d71510465882a111b9ea40fcdcd9996f874caea08	51	12	4	12.8	51	4	1	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED	TypeIC1_IC2	48	0	3	0	0	0	0	0	0	2	0.0	True	False	False	False	False
04f0d77a9399927e8c5cc80a4f2371092be4da9876e626d197a46286983a7ee2	50	25	20	2.5	50	29	15	2	gtdb_bacteria|ncbi_bacteria|gem	UNLABELLED|VI|I-A	VI		0	0	49	1	0	0	0	14	0	20	0.0	False	False	False	True	False
63828eeb84c0c5bf4448ac4c66b86600d2fda167e552419967d4c9a795e9dfaa	50	42	31	1.6	50	29	19	2	gtdb_bacteria|gem|mgnify_soil|ncbi_archaea|ncbi_bacteria	UNLABELLED|VII-A2	UNLABELLED		0	0	42	8	0	0	0	1	0	26	0.0	False	False	False	False	False
cf3004052afc96cb1903d5f9c6bae124b4e69fe30b6f5490950c80859f9c3216	50	5	3	16.7	50	5	3	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	I-A|UNLABELLED	I-A		0	0	0	50	0	0	0	0	0	0	0.0	False	False	False	False	False
39162820d181cbdb331a3058d7144ffffcb90fd6963ebd78e043a802acf14bac	50	43	25	2.0	50	27	17	2	gem|ncbi_bacteria|gtdb_bacteria|ncbi_archaea	UNLABELLED	UNLABELLED	TypeXIII_Mx65	1	0	40	9	0	0	0	0	0	20	0.0	True	False	False	False	False
af6d28f01b8c30ee15b3d5f7efd64ab7a693ef8fd161a26a21b0b0c5b411d75e	50	3	2	25.0	50	6	3	4	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	I-B	I-B	TypeIB1	0	15	0	35	0	0	0	0	0	0	0.0	True	False	False	False	False
7d20d082977eb95641b537ceb2bb75eb56c54b552c5bf7525f5537d08822ae50	50	41	19	2.6	50	17	3	2	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	31	19	0	0	0	0	0	15	0.0	False	False	False	False	False
3f4e8b25d624de850fd5595cb5e2a92633ea6154aa7b449077df940183c42e65	50	8	3	16.7	50	11	2	2	gtdb_bacteria|ncbi_bacteria	I-C	I-C	TypeIC1_IC2	50	0	0	0	0	3	0	0	0	0	0.0	True	False	False	False	False
f84736b29ba7b54484ec3ac99e9406bcea3067eb8a574414fbcdd00339d8c514	50	12	8	6.3	50	19	12	2	ncbi_bacteria|mgnify_marine|gem|mgnify_human_gut|gtdb_bacteria	UNLABELLED|III-A	III-A		0	0	48	2	0	0	0	7	0	7	0.0	False	False	False	True	False
82bf8d402bedad9bae02dadaf9a0d67a9bca25ee92243bef55a4d2dd78dd1084	50	25	2	25.0	50	2	1	2	ncbi_bacteria|gtdb_bacteria	III-A	III-A		0	0	23	27	0	0	0	2	0	2	0.0	False	False	False	False	False
9a7aea59b34ad578341392fa594cc7b1dfa31736fc0cf36e651423bc7c1076ed	50	3	2	25.0	50	4	5	2	gem|mgnify_marine|ncbi_bacteria|gtdb_bacteria	UNLABELLED	UNLABELLED	OutgroupA	46	0	1	3	0	0	0	0	0	1	0.0	True	False	False	False	False
5003b6c260ce9c9e9e7674e8e34d0a1deb3242712859abb5af43e67c8d2db81e	49	3	3	16.3	49	6	5	2	gtdb_bacteria|gem|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	48	1	0	0	0	0	0	2	0.0	False	False	False	False	False
69f80d3daa4992d547807c5d39f15b67a1ab38832b0882151082821fa78fa616	49	36	10	4.9	49	29	16	2	gem|ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	VI|III-A|UNLABELLED	III-A		0	0	43	6	0	0	0	10	0	10	0.0	False	False	False	True	False
9c60a1ff470526706e8124e266b094e1681106f66c8df5221986ba7a914c5049	49	26	25	2.0	49	33	22	5	gem|mgnify_marine|mgnify_soil|ncbi_bacteria|gtdb_bacteria	UNLABELLED|II-A	II-A	TypeIIIA1	0	15	24	10	0	0	0	13	0	14	0.0	True	False	False	False	False
81945b2423ec8737584e576f185b32f7aa8488bede9daeae9b1f666e1db1f5e1	49	10	5	9.8	49	11	2	2	gtdb_bacteria|gem|ncbi_bacteria	III-A|UNLABELLED	III-A		0	0	47	2	0	0	0	5	0	5	0.0	False	False	False	False	False
20faed7ef91b0d0c590323697ecff1c2381cd7d96649d260a938e91112097d15	49	25	12	4.1	48	34	9	3	ncbi_bacteria|gtdb_bacteria	III-A	III-A	TypeIIIA3	24	0	24	1	0	4	4	9	0	9	0.0	True	False	True	False	False
8ef89444295fe30d6a62aa7d16fa771826074f3c50fbcf34d209eacf50df2a30	49	12	6	8.2	49	17	11	2	gtdb_bacteria|ncbi_bacteria	III-A	III-A	TypeIIIA3	1	0	48	0	0	1	1	6	0	6	0.0	True	False	False	False	False
44ea25d43a6ddee13cf3c915610a255c5e2f372ddf52e2547e279f5389f13536	48	33	12	4.0	47	20	9	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut|gem	UNLABELLED|VI	UNLABELLED		0	0	41	7	0	0	0	1	0	12	0.0	False	False	False	False	False
2e311621f1aaafcdbc704875197f359f055677c70d850596d16a3f98020a20a5	48	14	9	5.3	48	20	13	6	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	UNLABELLED|III-A|VI	III-A	TypeIIIA2	19	0	27	2	0	5	5	4	0	4	0.0	True	False	True	False	False
0c223e4c452d7bb89db3a9c33d5cdbb43b02a84e1c56d23b8c2b42a599822997	48	28	2	24.0	48	3	2	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	1	47	0	0	0	0	0	1	0.0	False	False	False	False	False
5080ca0b0c6230070416c79bddc44ed3f79378a0f13a6a80ae3159580943dcb1	48	14	4	12.0	48	17	2	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED	UNLABELLED		0	0	47	1	0	0	0	0	0	4	0.0	False	False	False	False	False
0b9aec39855239255cb8f73c87a8e79810fb8a05a96f71c97943c512fbc47cfc	48	5	2	24.0	48	7	3	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	48	0	0	0	0	0	0	2	0.0	False	False	False	False	False
a6c02c2665897ab07aa9738147a29924a8a3bb84651a5676551ac643c4c53fb5	48	3	1	48.0	48	2	1	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	48	0	0	0	0	0	0	1	0.0	False	False	False	False	False
13ca8c3dcc05549d626747f116e00d6d59b72876b4ad791b66d0e423dd207cd3	48	14	10	4.8	48	26	15	2	gtdb_bacteria|mgnify_marine|mgnify_soil|gem|ncbi_bacteria	VI	VI		0	0	47	1	0	0	0	10	0	10	0.0	False	False	False	True	False
ef1adb54cd28b58c3584daf9f8e820bbcf686c240773d802ec4fa6bc21e7a67c	48	21	8	6.0	48	19	5	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED|II-A	II-A	TypeIIA3_proteo	17	0	28	3	0	3	3	6	0	6	0.0	True	False	False	False	False
12cd763e4e2816c29b9fe30cadd8d28341483cd1325228808f5461de1d9f874d	47	18	9	5.2	47	17	1	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED	UNLABELLED		0	0	46	1	0	0	0	0	0	8	0.0	False	False	False	False	False
049bdc8ebeed2d998e9f1eda93123218e9af7972ce2cd8780ab1be566216373c	47	42	11	4.3	47	3	2	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED|I-A|XII	UNLABELLED		0	0	0	47	0	0	0	0	0	0	0.0	False	False	False	False	False
88f3c9d8ee69f9cfef0c6682db6cfa659bfe648d17c4c6d5515840dbad548608	47	39	37	1.3	47	33	25	4	mgnify_soil|mgnify_marine|ncbi_bacteria|gtdb_bacteria	UNLABELLED	UNLABELLED	OutgroupA	3	6	14	24	0	0	0	0	0	8	0.0	True	False	False	False	False
9557016d2351b03bec51a359938f335d0ebd4c370ba4986e3b2f28e3c62fecd5	47	17	5	9.4	47	9	6	2	gtdb_bacteria|gem|ncbi_bacteria	II-A|UNLABELLED	II-A		0	0	28	19	0	0	0	3	0	3	0.0	False	False	False	False	False
088cb5794dd29e17c6ce048349fa367d152fd8fc0a8fb0adb2c571b88036b2ee	47	3	1	47.0	47	6	3	3	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	47	0	0	0	0	0	0	1	0.0	False	False	False	False	False
c9864ec3676f74362a07fa809f01baf07afe6a4a0fd0b6d49a4a8ec0e4a62ec8	47	9	1	47.0	47	2	1	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED	UNLABELLED	TypeIC1_IC2	47	0	0	0	0	0	0	0	0	0	0.0	True	False	False	False	False
3055c77e15dcfdda5557b956d7823ac32cb06cf4312d0d3929682cda5ecff3be	47	19	1	47.0	47	3	2	3	gtdb_bacteria|mgnify_human_gut|gem|ncbi_bacteria	I-C	I-C	TypeIC1_IC2	46	0	1	0	0	1	0	0	1	1	0.0	True	False	False	False	False
cf940cee2d11650506e816ab734c4709bd4bbb6e33f9308d5495b251a36036ed	47	25	21	2.2	47	14	10	2	gtdb_bacteria|ncbi_bacteria|mgnify_soil	UNLABELLED	UNLABELLED		0	0	46	1	0	0	0	0	0	20	0.0	False	False	False	False	False
cb32802455fd406c65059b69d54850ec2d1977109d21472942b5e23aec14bfc7	47	32	18	2.6	46	21	13	3	ncbi_bacteria|gem|mgnify_soil|gtdb_bacteria	XIII|UNLABELLED|VII-A2	XIII	TypeXIIIC_Mx162	33	0	1	13	0	8	8	1	0	1	0.0	True	True	False	False	False
eba5fd892325cefe9bfa2a99cd0d74a6e7d2ea3b35149d02afc58d2242a590ce	47	17	11	4.3	47	19	5	2	ncbi_bacteria|gtdb_bacteria|mgnify_marine	III-A	III-A		0	0	45	2	0	0	0	10	0	10	0.0	False	False	False	True	False
0e519cfc3e4ba26af983d693388499286987a108750855bbb36cada18785adba	46	24	12	3.8	46	26	13	3	mgnify_human_gut|gem|gtdb_bacteria|ncbi_bacteria	UNLABELLED|VII-A2	UNLABELLED		0	0	41	5	0	0	0	1	0	11	0.0	False	False	False	False	False
9f758e3744c4551b85a4b620018cbd699e6a7a0a666cdc238fd5dca7e273cb79	46	20	5	9.2	46	15	7	2	gtdb_bacteria|ncbi_bacteria	UNLABELLED|I-C|XII	XII		0	0	43	3	0	0	0	0	3	4	0.0	False	False	False	False	False
52c6d134f8abe7a007aa341b579fdb52d2b5fa6d940b2911e12178623a5156a6	46	24	17	2.7	46	31	12	2	ncbi_bacteria|gem|gtdb_bacteria	IX|VII-A2|UNLABELLED|III-A	III-A	TypeIIIA3	24	0	19	3	0	9	9	9	0	9	0.0	True	True	True	False	False
df2f1aa22c30e4f5d0172af2bff7cdea7f8daa1ec5e283d342d2a550e0013584	46	2	1	46.0	45	2	1	2	gtdb_bacteria|ncbi_bacteria	III-A	III-A		0	0	45	1	0	0	0	1	0	1	0.0	False	False	False	False	False
7a820e0737be4f62d880bc947f05ce0f720e5ba907771cc9fc1ae17e598492bc	46	7	3	15.3	46	12	4	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	UNLABELLED|I-B	I-B		0	0	46	0	0	0	0	3	0	3	0.0	False	False	False	False	False
1ddcd1a11f026599311389221fe7a34bdaf61b1ffaa09450b16f6205469594df	46	25	7	6.6	46	29	13	2	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut|gem	III-A	III-A		0	0	41	5	0	0	0	7	0	7	0.0	False	False	False	True	False
458a04b962588e268298798806a3696294dcbe778c0c4b185c9c76d87d724f01	46	15	10	4.6	46	18	2	2	gtdb_bacteria|ncbi_bacteria	III-A	III-A		0	0	45	1	0	0	0	10	0	10	0.0	False	False	False	True	False
ed9bf8baa4362197955a608d900d089e033e394334de7cc1f60fb3f195261f05	46	17	5	9.2	45	13	7	4	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	UNLABELLED	UNLABELLED		0	0	44	2	0	0	0	0	0	5	0.0	False	False	False	False	False
43f775e3d42e0cc5610d1dc4804a71ec81bf80b322b0654ca37364dae126bf7e	46	22	6	7.7	46	8	3	2	ncbi_bacteria|gtdb_bacteria	I-A|UNLABELLED	UNLABELLED	TypeIA_IIAI	46	0	0	0	0	1	1	0	0	0	0.0	True	False	False	False	False
ca4f4b70aaf3725c393ed1c416463839387da9cf2a3ed97bab9ccde02841bdc6	45	15	5	9.0	45	20	8	2	ncbi_bacteria|gem|gtdb_bacteria	UNLABELLED|I-A	I-A	TypeIA_IIAI	41	0	0	4	0	5	5	0	0	0	0.0	True	False	False	False	False
23b65dd4b70696c4cfe9db76cf4c00ac16b1cb940805d1c715215842850d0159	45	20	13	3.5	45	27	11	3	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	UNLABELLED	UNLABELLED		0	0	38	7	0	0	0	0	0	7	0.0	False	False	False	False	False
cb6653ccc0d393fe24a413c0afb041433e58af4526092910c12ddd7a657c8c70	45	31	26	1.7	45	18	3	2	gtdb_bacteria|ncbi_bacteria|mgnify_soil	UNLABELLED	UNLABELLED	OutgroupA	42	0	1	2	0	0	0	0	0	1	0.0	True	False	False	False	False
b52501a4f95fa72e318f2d8cfb7c0fe83d3f7c4cc4a3364aad1b3f505dfa45c4	45	2	1	45.0	45	5	3	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	UNLABELLED	UNLABELLED		0	0	45	0	0	0	0	0	0	1	0.0	False	False	False	False	False
5236558b404dae6368e99c4e060cf30c24812d145b541fe0314b73a5a6f1a7ec	45	16	4	11.3	45	12	7	3	ncbi_bacteria|gem|gtdb_bacteria|mgnify_human_gut	UNLABELLED	UNLABELLED		0	0	45	0	0	0	0	0	0	4	0.0	False	False	False	False	False
b8d65653e4c6fd62286b80eb6a1215f77d2eef1d5d89a7791eb4c0cd47bd9290	45	33	24	1.9	45	24	18	3	ncbi_bacteria|gem|gtdb_bacteria	UNLABELLED|I-A	UNLABELLED		0	0	5	40	0	0	0	1	0	4	0.0	False	False	False	False	False
3b50b92a8251f2043fde038797f26ed2d294a521c6b0cf8ab41bd7e72c0c77d4	45	26	7	6.4	45	7	6	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED	UNLABELLED	TypeIA_IIAI	0	45	0	0	0	0	0	0	0	0	0.0	True	False	False	False	False
5b4a269f14010e109e2178b0563ba2f1c73a2327c4cc0a641093524063b5a3b8	45	2	1	45.0	44	7	5	3	ncbi_bacteria|gem|mgnify_human_gut|gtdb_bacteria	UNLABELLED	UNLABELLED		0	0	42	3	0	0	0	0	0	1	0.0	False	False	False	False	False
913f8dcd3602079c70fc69e29caf08b12b70f78d79257b0fef409fa9cf9add3e	44	26	4	11.0	44	1	1	1	ncbi_bacteria	II-A|UNLABELLED	UNLABELLED		0	0	0	44	0	0	0	0	0	0	0.0	False	False	False	False	False
ab8d964b0713906a644d0a330e0e39d8e3f3329155c61f019d617366d05297c5	44	10	5	8.8	44	9	8	4	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	III-A	III-A		0	0	42	2	0	0	0	4	0	4	0.0	False	False	False	False	False
d23118e6dedf1b947a59a207255cb47d0cfc6fe7793d80e699c9d8553a1613ce	44	23	22	2.0	44	28	14	2	gem|gtdb_bacteria|ncbi_bacteria	UNLABELLED|III-A	III-A	TypeIIIA1	44	0	0	0	0	18	18	0	0	0	0.0	True	True	False	False	False
4bfc49fc6c5ee0be384b16fb9da0363145536b3bd38e6df2c11f3ef59e7f9ddc	44	30	6	7.3	44	8	5	2	ncbi_bacteria|gtdb_bacteria	UNLABELLED|I-B	UNLABELLED	TypeIB1	42	0	0	2	0	5	5	0	0	0	0.0	True	False	False	False	False
585cf1b128947ccaf6bf72aa7c437f06b3e52da92d679d95c84e2e19096e96a7	44	28	13	3.4	44	24	10	5	gtdb_bacteria|mgnify_marine|mgnify_soil|ncbi_bacteria	XIII|UNLABELLED	XIII	TypeXIIIB_Ne144	37	4	1	2	0	9	9	1	0	1	0.0	True	True	False	False	False
caf9d11fed8a422b7650eb23e9d70cb6de3a399df249c644c1a4d8d82ed47bb8	44	22	4	11.0	44	19	10	4	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	III-A	III-A		0	0	38	6	0	0	0	4	0	4	0.0	False	False	False	False	False
4440b94e6ec74ff0edb59ae6b9d3e466dafff0c539809ea41b5e4ebe8625b89b	44	15	10	4.4	44	17	9	2	gtdb_bacteria|ncbi_bacteria|gem	III-A|UNLABELLED	III-A	TypeIA_IIAI	0	2	40	2	0	0	0	10	0	10	0.0	True	False	False	False	False
11e1a92d70dcbcca9942403215aece81e08a644615a510f958119f24a1eb8b65	44	13	4	11.0	44	12	5	3	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	I-C	I-C	TypeIA_IIAI	0	2	42	0	0	0	0	0	4	4	0.0	True	False	False	False	False
