source_file	population	system_types_raw	type_set_normalised	n_tokens	multilabel	n_records
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG13/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG13	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG13/RVT-UG10"]	RVT-GII/RVT-UG10/RVT-UG13	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG15"]	RVT-GII/RVT-UG15	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG15/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG15	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG15/RVT-UG12"]	RVT-GII/RVT-UG12/RVT-UG15	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG15/RVT-UG20"]	RVT-GII/RVT-UG15/RVT-UG20	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG17"]	RVT-GII/RVT-UG17	2	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG17/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG17	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG17/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG17	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG17/RVT-UG19"]	RVT-GII/RVT-UG17/RVT-UG19	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG17/RVT-UG2"]	RVT-GII/RVT-UG17/RVT-UG2	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG18"]	RVT-GII/RVT-UG18	2	True	18
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG18/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG18	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG18/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG18	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG18/RVT-UG4"]	RVT-GII/RVT-UG18/RVT-UG4	3	True	12
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG19"]	RVT-GII/RVT-UG19	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG19/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG19	3	True	31
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG19/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG19	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG19/RVT-UG23"]	RVT-GII/RVT-UG19/RVT-UG23	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG19/RVT-UG3"]	RVT-GII/RVT-UG19/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG2"]	RVT-GII/RVT-UG2	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG2/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG2	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG2/RVT-UG28"]	RVT-GII/RVT-UG2/RVT-UG28	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG2/RVT-UG3"]	RVT-GII/RVT-UG2/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG20"]	RVT-GII/RVT-UG20	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG20/RVT-UG12"]	RVT-GII/RVT-UG12/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG20/RVT-UG26"]	RVT-GII/RVT-UG20/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG21"]	RVT-GII/RVT-UG21	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG21/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG21	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG21/RVT-UG20"]	RVT-GII/RVT-UG20/RVT-UG21	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG23/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG23/RVT-UG19"]	RVT-GII/RVT-UG19/RVT-UG23	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG23/RVT-UG20"]	RVT-GII/RVT-UG20/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG25"]	RVT-GII/RVT-UG25	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG25/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG25	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26"]	RVT-GII/RVT-UG26	2	True	18
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-AbiK"]	RVT-AbiK/RVT-GII/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG26	3	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-UG20"]	RVT-GII/RVT-UG20/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-UG21"]	RVT-GII/RVT-UG21/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG26/RVT-UG4"]	RVT-GII/RVT-UG26/RVT-UG4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28"]	RVT-GII/RVT-UG28	2	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG28	3	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-UG10"]	RVT-GII/RVT-UG10/RVT-UG28	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-UG17"]	RVT-GII/RVT-UG17/RVT-UG28	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-UG19"]	RVT-GII/RVT-UG19/RVT-UG28	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-UG23"]	RVT-GII/RVT-UG23/RVT-UG28	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28/RVT-UG9"]	RVT-GII/RVT-UG28/RVT-UG9	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28b"]	RVT-GII/RVT-UG28b	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28b/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG28b	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28b/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG28b	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG28b/RVT-UG19"]	RVT-GII/RVT-UG19/RVT-UG28b	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG3"]	RVT-GII/RVT-UG3	2	True	67
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG3/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG3/RVT-UG17"]	RVT-GII/RVT-UG17/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG3/RVT-UG2"]	RVT-GII/RVT-UG2/RVT-UG3	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG3/RVT-UG8"]	RVT-GII/RVT-UG3/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG4"]	RVT-GII/RVT-UG4	2	True	20
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG4/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG4	3	True	18
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG4/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG4	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG4/RVT-UG18"]	RVT-GII/RVT-UG18/RVT-UG4	3	True	18
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7"]	RVT-GII/RVT-UG7	2	True	11
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG7	3	True	30
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7/RVT-DGRs"]	RVT-DGRs/RVT-GII/RVT-UG7	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7/RVT-UG20"]	RVT-GII/RVT-UG20/RVT-UG7	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7/RVT-UG21"]	RVT-GII/RVT-UG21/RVT-UG7	3	True	16
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG7/RVT-UG28"]	RVT-GII/RVT-UG28/RVT-UG7	3	True	25
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG1/RVT-GII"]	RVT-GII/RVT-UG1	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG1/RVT-GII/RVT-G2L"]	RVT-G2L/RVT-GII/RVT-UG1	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG1/RVT-UG25"]	RVT-UG1/RVT-UG25	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG1/RVT-UG25/RVT-UG3"]	RVT-UG1/RVT-UG25/RVT-UG3	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-CRISPR"]	RVT-CRISPR/RVT-UG10	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG10	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG19/RVT-GII"]	RVT-GII/RVT-UG10/RVT-UG19	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG19/RVT-UG28"]	RVT-UG10/RVT-UG19/RVT-UG28	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG19/RVT-UG7"]	RVT-UG10/RVT-UG19/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG20/RVT-UG7"]	RVT-UG10/RVT-UG20/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG25/RVT-UG8"]	RVT-UG10/RVT-UG25/RVT-UG8	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG3/RVT-UG13"]	RVT-UG10/RVT-UG13/RVT-UG3	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG3/RVT-UG26"]	RVT-UG10/RVT-UG26/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG3/RVT-UG8"]	RVT-UG10/RVT-UG3/RVT-UG8	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG5/RVT-UG26"]	RVT-UG10/RVT-UG26/RVT-UG5	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG7/RVT-G2Lb"]	RVT-G2Lb/RVT-UG10/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG10/RVT-UG7/RVT-GII"]	RVT-GII/RVT-UG10/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs"]	RVT-DGRs/RVT-UG11	2	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG11	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs/RVT-UG20"]	RVT-DGRs/RVT-UG11/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs/RVT-UG26"]	RVT-DGRs/RVT-UG11/RVT-UG26	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs/RVT-UG4"]	RVT-DGRs/RVT-UG11/RVT-UG4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-DGRs/RVT-UG7"]	RVT-DGRs/RVT-UG11/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-GII"]	RVT-GII/RVT-UG11	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG11	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-GII/RVT-UG13"]	RVT-GII/RVT-UG11/RVT-UG13	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-GII/RVT-UG20"]	RVT-GII/RVT-UG11/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG16/RVT-DGRs"]	RVT-DGRs/RVT-UG11/RVT-UG16	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG17"]	RVT-UG11/RVT-UG17	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG17/RVT-UG16"]	RVT-UG11/RVT-UG16/RVT-UG17	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG20"]	RVT-UG11/RVT-UG20	2	True	13
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG20/RVT-UG22"]	RVT-UG11/RVT-UG20/RVT-UG22	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG20/RVT-UG25"]	RVT-UG11/RVT-UG20/RVT-UG25	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG20/RVT-UG26"]	RVT-UG11/RVT-UG20/RVT-UG26	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26"]	RVT-UG11/RVT-UG26	2	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-DGRs"]	RVT-DGRs/RVT-UG11/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-G2L4"]	RVT-G2L4/RVT-UG11/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-G2Lb"]	RVT-G2Lb/RVT-UG11/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-UG10"]	RVT-UG10/RVT-UG11/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-UG12"]	RVT-UG11/RVT-UG12/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG26/RVT-UG7"]	RVT-UG11/RVT-UG26/RVT-UG7	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG28"]	RVT-UG11/RVT-UG28	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG3/RVT-UG25"]	RVT-UG11/RVT-UG25/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG4"]	RVT-UG11/RVT-UG4	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG8/RVT-UG26"]	RVT-UG11/RVT-UG26/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG11/RVT-UG9/RVT-UG26"]	RVT-UG11/RVT-UG26/RVT-UG9	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-AbiK/RVT-AbiP2"]	RVT-AbiK/RVT-AbiP2/RVT-UG12	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-AbiK/RVT-UG15"]	RVT-AbiK/RVT-UG12/RVT-UG15	3	True	25
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-AbiP2/RVT-UG14"]	RVT-AbiP2/RVT-UG12/RVT-UG14	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-CRISPR"]	RVT-CRISPR/RVT-UG12	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG12	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-GII/RVT-UG20"]	RVT-GII/RVT-UG12/RVT-UG20	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG13/RVT-UG7"]	RVT-UG12/RVT-UG13/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG14/RVT-AbiK"]	RVT-AbiK/RVT-UG12/RVT-UG14	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG14/RVT-AbiP2"]	RVT-AbiP2/RVT-UG12/RVT-UG14	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG14/RVT-UG15"]	RVT-UG12/RVT-UG14/RVT-UG15	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-AbiK"]	RVT-AbiK/RVT-UG12/RVT-UG15	3	True	47
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-AbiP2"]	RVT-AbiP2/RVT-UG12/RVT-UG15	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-CRISPR"]	RVT-CRISPR/RVT-UG12/RVT-UG15	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-UG14"]	RVT-UG12/RVT-UG14/RVT-UG15	3	True	28
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-UG20"]	RVT-UG12/RVT-UG15/RVT-UG20	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-UG7"]	RVT-UG12/RVT-UG15/RVT-UG7	3	True	57
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG15/RVT-UG8"]	RVT-UG12/RVT-UG15/RVT-UG8	3	True	9
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG19/RVT-UG23"]	RVT-UG12/RVT-UG19/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG20/RVT-GII"]	RVT-GII/RVT-UG12/RVT-UG20	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG21/RVT-UG26"]	RVT-UG12/RVT-UG21/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG23/RVT-UG15"]	RVT-UG12/RVT-UG15/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG26/RVT-DGRs"]	RVT-DGRs/RVT-UG12/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG7/RVT-UG15"]	RVT-UG12/RVT-UG15/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG7/RVT-UG19"]	RVT-UG12/RVT-UG19/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG8/RVT-UG14"]	RVT-UG12/RVT-UG14/RVT-UG8	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG12/RVT-UG8/RVT-UG15"]	RVT-UG12/RVT-UG15/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-GII/RVT-UG25"]	RVT-GII/RVT-UG13/RVT-UG25	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-UG11/RVT-UG17"]	RVT-UG11/RVT-UG13/RVT-UG17	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-UG23/RVT-UG10"]	RVT-UG10/RVT-UG13/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-UG26"]	RVT-UG13/RVT-UG26	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-UG7"]	RVT-UG13/RVT-UG7	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG13/RVT-UG9/RVT-CRISPR"]	RVT-CRISPR/RVT-UG13/RVT-UG9	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-AbiP2/RVT-UG12"]	RVT-AbiP2/RVT-UG12/RVT-UG14	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-CRISPR"]	RVT-CRISPR/RVT-UG14	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-UG12/RVT-UG8"]	RVT-UG12/RVT-UG14/RVT-UG8	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-UG28/RVT-GII"]	RVT-GII/RVT-UG14/RVT-UG28	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-UG8/RVT-UG12"]	RVT-UG12/RVT-UG14/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG14/RVT-UG8/RVT-UG15"]	RVT-UG14/RVT-UG15/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-AbiK/RVT-UG12"]	RVT-AbiK/RVT-UG12/RVT-UG15	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-AbiK"]	RVT-AbiK/RVT-UG12/RVT-UG15	3	True	28
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-AbiP2"]	RVT-AbiP2/RVT-UG12/RVT-UG15	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG13"]	RVT-UG12/RVT-UG13/RVT-UG15	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG14"]	RVT-UG12/RVT-UG14/RVT-UG15	3	True	12
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG19"]	RVT-UG12/RVT-UG15/RVT-UG19	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG20"]	RVT-UG12/RVT-UG15/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG7"]	RVT-UG12/RVT-UG15/RVT-UG7	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG12/RVT-UG8"]	RVT-UG12/RVT-UG15/RVT-UG8	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG17/RVT-UG26"]	RVT-UG15/RVT-UG17/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG7/RVT-UG12"]	RVT-UG12/RVT-UG15/RVT-UG7	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG15/RVT-UG8/RVT-UG12"]	RVT-UG12/RVT-UG15/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-UG16/RVT-DGRs"]	RVT-DGRs/RVT-UG16	2	True	1
