source_file	population	system_types_raw	type_set_normalised	n_tokens	multilabel	n_records
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG19/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG19	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG19/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG19	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG19/RVT-UG17"]	RVT-DGRs/RVT-UG17/RVT-UG19	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG19/RVT-UG2"]	RVT-DGRs/RVT-UG19/RVT-UG2	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG2"]	RVT-DGRs/RVT-UG2	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20"]	RVT-DGRs/RVT-UG20	2	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG20	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG11"]	RVT-DGRs/RVT-UG11/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG13"]	RVT-DGRs/RVT-UG13/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG21"]	RVT-DGRs/RVT-UG20/RVT-UG21	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG26"]	RVT-DGRs/RVT-UG20/RVT-UG26	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG4"]	RVT-DGRs/RVT-UG20/RVT-UG4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG20/RVT-UG8"]	RVT-DGRs/RVT-UG20/RVT-UG8	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG21"]	RVT-DGRs/RVT-UG21	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG21/RVT-UG10"]	RVT-DGRs/RVT-UG10/RVT-UG21	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG21/RVT-UG9"]	RVT-DGRs/RVT-UG21/RVT-UG9	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG23/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG23/RVT-UG11"]	RVT-DGRs/RVT-UG11/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG23/RVT-UG26"]	RVT-DGRs/RVT-UG23/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG23/RVT-UG7"]	RVT-DGRs/RVT-UG23/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG25"]	RVT-DGRs/RVT-UG25	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG25/RVT-UG19"]	RVT-DGRs/RVT-UG19/RVT-UG25	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG25/RVT-UG26"]	RVT-DGRs/RVT-UG25/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26"]	RVT-DGRs/RVT-UG26	2	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG26	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-G2L"]	RVT-DGRs/RVT-G2L/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-G2Lc"]	RVT-DGRs/RVT-G2Lc/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG26	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG10"]	RVT-DGRs/RVT-UG10/RVT-UG26	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG11"]	RVT-DGRs/RVT-UG11/RVT-UG26	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG13"]	RVT-DGRs/RVT-UG13/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG17"]	RVT-DGRs/RVT-UG17/RVT-UG26	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG20"]	RVT-DGRs/RVT-UG20/RVT-UG26	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG21"]	RVT-DGRs/RVT-UG21/RVT-UG26	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG23"]	RVT-DGRs/RVT-UG23/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG25"]	RVT-DGRs/RVT-UG25/RVT-UG26	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG4"]	RVT-DGRs/RVT-UG26/RVT-UG4	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG5"]	RVT-DGRs/RVT-UG26/RVT-UG5	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG7"]	RVT-DGRs/RVT-UG26/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG26/RVT-UG9"]	RVT-DGRs/RVT-UG26/RVT-UG9	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28"]	RVT-DGRs/RVT-UG28	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG28	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG28	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28/RVT-UG28b"]	RVT-DGRs/RVT-UG28/RVT-UG28b	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28b"]	RVT-DGRs/RVT-UG28b	2	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28b/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG28b	3	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG28b/RVT-UG28"]	RVT-DGRs/RVT-UG28/RVT-UG28b	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG3/RVT-G2Lc"]	RVT-DGRs/RVT-G2Lc/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG3/RVT-UG19"]	RVT-DGRs/RVT-UG19/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4"]	RVT-DGRs/RVT-UG4	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG4	3	True	10
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-GII"]	RVT-DGRs/RVT-GII/RVT-UG4	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG11"]	RVT-DGRs/RVT-UG11/RVT-UG4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG12"]	RVT-DGRs/RVT-UG12/RVT-UG4	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG17"]	RVT-DGRs/RVT-UG17/RVT-UG4	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG25"]	RVT-DGRs/RVT-UG25/RVT-UG4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG26"]	RVT-DGRs/RVT-UG26/RVT-UG4	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG4/RVT-UG3"]	RVT-DGRs/RVT-UG3/RVT-UG4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG5/RVT-UG17"]	RVT-DGRs/RVT-UG17/RVT-UG5	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG5/RVT-UG3"]	RVT-DGRs/RVT-UG3/RVT-UG5	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG6/RVT-G2Lb"]	RVT-DGRs/RVT-G2Lb/RVT-UG6	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG7/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG7/RVT-UG25"]	RVT-DGRs/RVT-UG25/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG8/RVT-UG5"]	RVT-DGRs/RVT-UG5/RVT-UG8	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-DGRs/RVT-UG9/RVT-UG10"]	RVT-DGRs/RVT-UG10/RVT-UG9	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L	2	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-CRISPR/RVT-G2L4"]	RVT-CRISPR/RVT-G2L/RVT-G2L4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-CRISPR/RVT-GII"]	RVT-CRISPR/RVT-G2L/RVT-GII	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-CRISPR/RVT-UG17"]	RVT-CRISPR/RVT-G2L/RVT-UG17	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-CRISPR/RVT-UG26"]	RVT-CRISPR/RVT-G2L/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-DGRs/RVT-GII"]	RVT-DGRs/RVT-G2L/RVT-GII	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-GII"]	RVT-G2L/RVT-GII	2	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L/RVT-GII	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L/RVT-UG26/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L4	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-CRISPR/RVT-G2L"]	RVT-CRISPR/RVT-G2L/RVT-G2L4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-CRISPR/RVT-GII"]	RVT-CRISPR/RVT-G2L4/RVT-GII	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-CRISPR/RVT-UG17"]	RVT-CRISPR/RVT-G2L4/RVT-UG17	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-CRISPR/RVT-UG25"]	RVT-CRISPR/RVT-G2L4/RVT-UG25	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-DGRs/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-G2L4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-DGRs/RVT-G2L"]	RVT-DGRs/RVT-G2L/RVT-G2L4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-G2L/RVT-DGRs"]	RVT-DGRs/RVT-G2L/RVT-G2L4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-GII"]	RVT-G2L4/RVT-GII	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L4/RVT-GII	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-UG17/RVT-UG4"]	RVT-G2L4/RVT-UG17/RVT-UG4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-UG19/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L4/RVT-UG19	3	True	13
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2L4/RVT-UG4/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L4/RVT-UG4	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lb	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-CRISPR/RVT-G2Lc"]	RVT-CRISPR/RVT-G2Lb/RVT-G2Lc	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-DGRs/RVT-UG26"]	RVT-DGRs/RVT-G2Lb/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-UG17/RVT-UG7"]	RVT-G2Lb/RVT-UG17/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-UG26"]	RVT-G2Lb/RVT-UG26	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lb/RVT-UG26/RVT-UG17"]	RVT-G2Lb/RVT-UG17/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lc	2	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-CRISPR/RVT-GII"]	RVT-CRISPR/RVT-G2Lc/RVT-GII	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-DGRs/RVT-G2L"]	RVT-DGRs/RVT-G2L/RVT-G2Lc	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-G2L/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L/RVT-G2Lc	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-G2L/RVT-DGRs"]	RVT-DGRs/RVT-G2L/RVT-G2Lc	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-GII"]	RVT-G2Lc/RVT-GII	2	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lc/RVT-GII	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-G2Lc/RVT-UG17/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lc/RVT-UG17	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII","RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-GII	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR"]	RVT-CRISPR/RVT-GII	2	True	3997
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-DGRs"]	RVT-CRISPR/RVT-DGRs/RVT-GII	3	True	149
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-G2L"]	RVT-CRISPR/RVT-G2L/RVT-GII	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-G2L4"]	RVT-CRISPR/RVT-G2L4/RVT-GII	3	True	11
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-G2Lb"]	RVT-CRISPR/RVT-G2Lb/RVT-GII	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-G2Lc"]	RVT-CRISPR/RVT-G2Lc/RVT-GII	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG1"]	RVT-CRISPR/RVT-GII/RVT-UG1	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG10"]	RVT-CRISPR/RVT-GII/RVT-UG10	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG12"]	RVT-CRISPR/RVT-GII/RVT-UG12	3	True	47
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG14"]	RVT-CRISPR/RVT-GII/RVT-UG14	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG17"]	RVT-CRISPR/RVT-GII/RVT-UG17	3	True	9
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG18"]	RVT-CRISPR/RVT-GII/RVT-UG18	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG19"]	RVT-CRISPR/RVT-GII/RVT-UG19	3	True	36
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG2"]	RVT-CRISPR/RVT-GII/RVT-UG2	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG20"]	RVT-CRISPR/RVT-GII/RVT-UG20	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG21"]	RVT-CRISPR/RVT-GII/RVT-UG21	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG23"]	RVT-CRISPR/RVT-GII/RVT-UG23	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG25"]	RVT-CRISPR/RVT-GII/RVT-UG25	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG26"]	RVT-CRISPR/RVT-GII/RVT-UG26	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG28"]	RVT-CRISPR/RVT-GII/RVT-UG28	3	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG28b"]	RVT-CRISPR/RVT-GII/RVT-UG28b	3	True	6
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG3"]	RVT-CRISPR/RVT-GII/RVT-UG3	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG4"]	RVT-CRISPR/RVT-GII/RVT-UG4	3	True	14
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-CRISPR/RVT-UG7"]	RVT-CRISPR/RVT-GII/RVT-UG7	3	True	43
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs"]	RVT-DGRs/RVT-GII	2	True	158
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-CRISPR"]	RVT-CRISPR/RVT-DGRs/RVT-GII	3	True	103
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG17"]	RVT-DGRs/RVT-GII/RVT-UG17	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG18"]	RVT-DGRs/RVT-GII/RVT-UG18	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG19"]	RVT-DGRs/RVT-GII/RVT-UG19	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG21"]	RVT-DGRs/RVT-GII/RVT-UG21	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG23"]	RVT-DGRs/RVT-GII/RVT-UG23	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG26"]	RVT-DGRs/RVT-GII/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG28b"]	RVT-DGRs/RVT-GII/RVT-UG28b	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG4"]	RVT-DGRs/RVT-GII/RVT-UG4	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-DGRs/RVT-UG7"]	RVT-DGRs/RVT-GII/RVT-UG7	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2L"]	RVT-G2L/RVT-GII	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2L/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L/RVT-GII	3	True	8
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2L4"]	RVT-G2L4/RVT-GII	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2L4/RVT-CRISPR"]	RVT-CRISPR/RVT-G2L4/RVT-GII	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2Lb"]	RVT-G2Lb/RVT-GII	2	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2Lb/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lb/RVT-GII	3	True	3
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2Lc"]	RVT-G2Lc/RVT-GII	2	True	60
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2Lc/RVT-CRISPR"]	RVT-CRISPR/RVT-G2Lc/RVT-GII	3	True	4
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-G2Lc/RVT-G2L4"]	RVT-G2L4/RVT-G2Lc/RVT-GII	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG1"]	RVT-GII/RVT-UG1	2	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG10/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG10	3	True	5
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG10/RVT-UG19"]	RVT-GII/RVT-UG10/RVT-UG19	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG10/RVT-UG26"]	RVT-GII/RVT-UG10/RVT-UG26	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG10/RVT-UG7"]	RVT-GII/RVT-UG10/RVT-UG7	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12"]	RVT-GII/RVT-UG12	2	True	9
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-CRISPR"]	RVT-CRISPR/RVT-GII/RVT-UG12	3	True	17
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-UG13"]	RVT-GII/RVT-UG12/RVT-UG13	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-UG14"]	RVT-GII/RVT-UG12/RVT-UG14	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-UG15"]	RVT-GII/RVT-UG12/RVT-UG15	3	True	7
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-UG20"]	RVT-GII/RVT-UG12/RVT-UG20	3	True	2
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG12/RVT-UG3"]	RVT-GII/RVT-UG12/RVT-UG3	3	True	1
master_MULTI_merged_oriented.jsonl	POP-RT-MULTI	["RVT-GII/RVT-UG13"]	RVT-GII/RVT-UG13	2	True	1
