source_id	evidence_tier	region_id	region_name	series	rt0_rt7_scope	n_literal_raw	n_literal_layout	n_range_expanded_raw	n_range_expanded_layout	n_named_total_raw	routes_agree	pages_with_hit	unit	frame	stratum	denominator
simon2008	TIER1	motif_C	motif C	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	motif_D	motif D	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	motif_E	motif E	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	motif_F	motif F	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	regions_a_e	regions a-e	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	struct_palm	palm	structural_partition	STRUCTURAL_NOT_SEQUENCE	1	1	0	0	1	YES	1	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	struct_fingers	fingers	structural_partition	STRUCTURAL_NOT_SEQUENCE	1	1	0	0	1	YES	1	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	struct_thumb	thumb	structural_partition	STRUCTURAL_NOT_SEQUENCE	1	1	0	0	1	YES	1	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	motif_YXDD	Y/FxDD catalytic motif	catalytic_landmark	LANDMARK	1	1	0	0	1	YES	6	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt0_spelling	RT0 (modern spelling)	modern_spelling	RT0_SEPARATE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt1_spelling	RT1 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt2_spelling	RT2 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt3_spelling	RT3 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt4_spelling	RT4 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt5_spelling	RT5 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt6_spelling	RT6 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
simon2008	TIER1	rt7_spelling	RT7 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_0	domain/subdomain 0	numbered_rt_series	RT0_SEPARATE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_1	domain/subdomain 1	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_2	domain/subdomain 2	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_3	domain/subdomain 3	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_4	domain/subdomain 4	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_5	domain/subdomain 5	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_6	domain/subdomain 6	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_7	domain/subdomain 7	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt_domain_whole	RT domain (whole)	whole_domain	CONTAINER	13	11	0	0	13	NO	1,2,3,6,10,11,12	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_2a	domain/subdomain 2a	numbered_rt_series_insertion	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	domain_X	domain X	adjacent_domain	OUTSIDE_RT1_RT7	31	28	0	0	31	NO	1,2,3,4,7,8,10,13	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	spacer_4_5	4/5 spacer	spacer	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	spacer_7_X	7/X spacer	spacer	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_A	motif A	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_B	motif B	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_C	motif C	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_D	motif D	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_E	motif E	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_F	motif F	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	regions_a_e	regions a-e	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	struct_palm	palm	structural_partition	STRUCTURAL_NOT_SEQUENCE	14	14	0	0	14	YES	1,2,3,8,9,10	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	struct_fingers	fingers	structural_partition	STRUCTURAL_NOT_SEQUENCE	28	28	0	0	28	YES	1,2,8,9,10,11,12,13,15	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	struct_thumb	thumb	structural_partition	STRUCTURAL_NOT_SEQUENCE	41	41	0	0	41	YES	1,2,3,4,5,7,8,9,10,11,12,13,15	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	motif_YXDD	Y/FxDD catalytic motif	catalytic_landmark	LANDMARK	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt0_spelling	RT0 (modern spelling)	modern_spelling	RT0_SEPARATE	14	14	1	1	15	YES	2,3,4,5,7,10,13	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt1_spelling	RT1 (modern spelling)	modern_spelling	RT1_RT7	16	16	5	5	21	YES	1,2,3,4,10	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt2_spelling	RT2 (modern spelling)	modern_spelling	RT1_RT7	3	3	5	5	8	YES	2,10	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt3_spelling	RT3 (modern spelling)	modern_spelling	RT1_RT7	2	2	5	5	7	YES	2	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt4_spelling	RT4 (modern spelling)	modern_spelling	RT1_RT7	4	4	5	5	9	YES	2,3,10	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt5_spelling	RT5 (modern spelling)	modern_spelling	RT1_RT7	3	3	5	5	8	YES	3,10	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt6_spelling	RT6 (modern spelling)	modern_spelling	RT1_RT7	0	0	5	5	5	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
blocker2005	TIER1_STRUCTURAL	rt7_spelling	RT7 (modern spelling)	modern_spelling	RT1_RT7	11	11	5	5	16	YES	2,3,5,10,13	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_STRUCTURAL	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_0	domain/subdomain 0	numbered_rt_series	RT0_SEPARATE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_1	domain/subdomain 1	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_2	domain/subdomain 2	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_3	domain/subdomain 3	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_4	domain/subdomain 4	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_5	domain/subdomain 5	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_6	domain/subdomain 6	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_7	domain/subdomain 7	numbered_rt_series	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt_domain_whole	RT domain (whole)	whole_domain	CONTAINER	1	1	0	0	1	YES	1	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_2a	domain/subdomain 2a	numbered_rt_series_insertion	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	domain_X	domain X	adjacent_domain	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	spacer_4_5	4/5 spacer	spacer	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	spacer_7_X	7/X spacer	spacer	OUTSIDE_RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_A	motif A	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_B	motif B	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_C	motif C	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_D	motif D	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_E	motif E	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_F	motif F	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	regions_a_e	regions a-e	poch_motif_series	PREDECESSOR_PARTITION	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	struct_palm	palm	structural_partition	STRUCTURAL_NOT_SEQUENCE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	struct_fingers	fingers	structural_partition	STRUCTURAL_NOT_SEQUENCE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	struct_thumb	thumb	structural_partition	STRUCTURAL_NOT_SEQUENCE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	motif_YXDD	Y/FxDD catalytic motif	catalytic_landmark	LANDMARK	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt0_spelling	RT0 (modern spelling)	modern_spelling	RT0_SEPARATE	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt1_spelling	RT1 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt2_spelling	RT2 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt3_spelling	RT3 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt4_spelling	RT4 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt5_spelling	RT5 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt6_spelling	RT6 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
align000044	TIER1_PRIMARY_ALIGNMENT	rt7_spelling	RT7 (modern spelling)	modern_spelling	RT1_RT7	0	0	0	0	0	YES	NONE	(source, region_name) pair	extracted-text naming census v1 (poppler pdftotext; routes raw|layout)	TIER1_PRIMARY_ALIGNMENT	32 region names x 6 sources in scope
