component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00641	1	147	1	1	1	1	0	TypeIC1_IC2	0	0	0	0.994094	Q4	1.363557	1.32482	1.371412	1.355992	1.334537	0.031172	-0.01542	0.021455	0.009717	0.023484	1	0.013478	1	0.005165	1		0
CMP00642	1	126	1	1	1	1	1	Ec107_like	0	0	0	0.992735	Q4	1.448869	1.41257	1.418835	1.392971	1.377901	-0.019599	-0.025864	0.01507	-0.034669	0.022192	1	0.031614	1	-0.003033	1		0
CMP00643	1	128	1	1	1	1	2	Ec107_like	0	1	1	0.988188	Q3	1.416813	1.563899	1.41957	1.461114	1.465363	-0.102785	0.041544	-0.004249	-0.098536	0.045814	1	0.083746	1	0.193623	1		0
CMP00644	1	249	1	1	1	1	3	TypeIIIA3	1	1	0	0.991535	Q4	1.440986	1.418872	1.404484	1.418521	1.402481	-0.000351	0.014037	0.01604	-0.016391	0.006218	1	0.005607	1	0.00053	1		0
CMP00645	1	260	1	1	1	1	4	TypeIIIA3	1	1	0	0.981966	Q1	1.390337	1.328803	1.351055	1.333174	1.292311	0.004371	-0.017881	0.040863	-0.036492	0.012246	1	0.025283	1	-0.00041	1		0
CMP00646	1	139	1	1	1	1	0	Ec107_like	0	0	1	0.964416	Q1	1.376858	1.415368	1.329375	1.354559	1.485385	-0.060809	0.025184	-0.130826	0.070017		0		0	0.068746	1		0
CMP00647	1	136	1	1	1	1	1	OutgroupA	0	0	0	0.989719	Q3	1.420583	1.392669	1.392235	1.383989	1.413841	-0.00868	-0.008246	-0.029852	0.021172	0.002975	1	0.009945	1	-0.004957	1		0
CMP00648	1	131	1	1	1	1	2	TypeIIA3_proteo	0	0	0	0.99053	Q3	1.430198	1.424131	1.407405	1.383248	1.416748	-0.040883	-0.024157	-0.0335	-0.007383	0.004444	1	0.001186	1	9.2e-05	1		0
CMP00649	1	137	1	1	1	1	3	OutgroupA	0	0	1	0.990729	Q3	1.443875	1.44094	1.432645	1.35028	1.587792	-0.09066	-0.082365	-0.237512	0.146852	0.020822	1	0.064881	1	0.01736	1		0
CMP00650	1	151	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.992727	Q4	1.390668	1.598945	1.353778	1.350541	1.315028	-0.248404	-0.003237	0.035513	-0.283917	0.099302	1	0.040862	1	0.031545	1		0
CMP00651	1	235	1	1	1	1	0	TypeXIIIC_Mx162	0	0	0	0.982729	Q2	1.363442	1.397669	1.377584	1.362496	1.363555	-0.035173	-0.015088	-0.001059	-0.034114		0		0	0.08438	1		0
CMP00652	1	120	1	1	1	1	1	OutgroupA	0	1	0	0.976824	Q1	1.415932	1.409035	1.378004	1.394575	1.390647	-0.01446	0.016571	0.003928	-0.018388	0.001348	1	0.00018	1	0.002671	1		0
CMP00653	1	263	1	1	1	1	2	TypeIIIA3	0	1	0	0.991986	Q4	1.40612	1.357424	1.356723	1.37478	1.384265	0.017356	0.018057	-0.009485	0.026841	0.003101	1	-0.001915	1	-0.001805	1		0
CMP00654	1	140	1	1	1	1	3	TypeIIA2	0	1	0	0.982627	Q1	1.409897	1.406339	1.380146	1.386537	1.4262	-0.019802	0.006391	-0.039663	0.019861		0		0	0.015139	1		0
CMP00655	1	132	1	1	1	1	4	TypeXIII_Mx65	0	0	1	0.980958	Q1	1.419245	1.43713	1.399341	1.405109	1.542379	-0.032021	0.005768	-0.13727	0.105249	-0.008801	1	-0.008572	1	-0.005308	1		0
CMP00656	1	129	1	1	1	1	0	OutgroupA	0	0	0	0.989103	Q3	1.416394	1.343265	1.341217	1.356362	1.331437	0.013097	0.015145	0.024925	-0.011828	0.007534	1	0.014974	1	-0.011682	1		0
CMP00657	1	52	1	1	1	1	1	TypeXIIIC_Mx162	0	0	0	0.981635	Q1	1.59325	1.505647	1.540502	1.530667	1.501762	0.02502	-0.009835	0.028905	-0.003885	0.05242	1		0	0.034718	1		0
CMP00658	1	225	1	1	1	1	2	TypeXIIIC_Mx162	0	0	1	0.985042	Q2	1.427999	1.504965	1.408286	1.408217	1.42892	-0.096748	-6.9e-05	-0.020703	-0.076045		0		0	0.03289	1		0
CMP00659	1	261	1	1	1	1	3	TypeIIIA3	0	1	0	0.973452	Q1	1.418442	1.399649	1.365562	1.375367	1.382486	-0.024282	0.009805	-0.007119	-0.017163	0.004602	1		0	0.003775	1		0
CMP00660	1	158	1	1	1	1	4	TypeIIIA2	0	0	0	0.989877	Q3	1.380429	1.348748	1.391698	1.364935	1.443337	0.016187	-0.026763	-0.078402	0.094589	0.006366	1		0	-0.009186	1		0
CMP00661	1	159	1	1	1	1	0	TypeIIA3_proteo	0	0	1	0.973543	Q1	1.451919	1.386112	1.42707	1.437217	1.432742	0.051105	0.010147	0.004475	0.04663	-0.01274	1		0	-0.014866	1		0
CMP00662	1	144	1	1	1	1	1	TypeIC1_IC2	0	0	0	0.98751	Q2	1.442409	1.623821	1.513297	1.390478	1.610339	-0.233343	-0.122819	-0.219861	-0.013482	0.053796	1		0	0.084579	1		0
CMP00663	1	128	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.992232	Q4	1.438617	1.593736	1.358683	1.306742	1.386847	-0.286994	-0.051941	-0.080105	-0.206889	0.044872	1		0	0.017222	1		0
CMP00664	1	119	1	1	1	1	3	TypeIX	0	0	1	0.981635	Q1	1.412281	1.37913	1.372189	1.376623	1.449054	-0.002507	0.004434	-0.072431	0.069924	0.018771	1	0.021253	1	0.013893	1		0
CMP00665	1	162	1	1	1	1	4	TypeIC1_IC2	0	1	0	0.990667	Q3	1.399849	1.367607	1.371013	1.358276	1.359981	-0.009331	-0.012737	-0.001705	-0.007626	0.010402	1	0.003548	1	-0.00049	1		0
CMP00666	1	137	1	1	1	1	0	TypeIC1_IC2	0	0	0	0.992257	Q4	1.432253	1.348623	1.387354	1.405894	1.335949	0.057271	0.01854	0.069945	-0.012674	0.028397	1	0.053507	1	-0.016476	1		0
CMP00667	1	146	1	1	1	1	1	TypeIC1_IC2	0	0	1	0.992706	Q4	1.348502	1.415972	1.400204	1.394478	1.457059	-0.021494	-0.005726	-0.062581	0.041087	-0.000129	1	0.011729	1	-0.030466	1		0
CMP00668	1	129	1	1	1	1	2	OutgroupA	0	0	0	0.960521	Q1	1.411064	1.225829	1.250732	1.239434	1.273187	0.013605	-0.011298	-0.033753	0.047358	-0.001655	1		0	-0.013959	1		0
CMP00669	1	140	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.987191	Q2	1.369596	1.493325	1.328236	1.396667	1.440146	-0.096658	0.068431	-0.043479	-0.053179	-0.020043	1		0	-0.001098	1		0
CMP00670	1	287	1	1	1	1	4	TypeIIIA3	0	1	1	0.984916	Q2	1.403893	1.377079	1.390504	1.401689	1.446374	0.02461	0.011185	-0.044685	0.069295	-0.021918	1	-0.035704	1	-0.021365	1		0
CMP00671	1	170	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.988711	Q3	1.394758	1.331883	1.302139	1.280529	1.28266	-0.051354	-0.02161	-0.002131	-0.049223	0.034654	1	0.024303	1	0.019498	1		0
CMP00672	1	206	1	1	1	1	1	TypeIIA3_firmi	0	1	0	0.983438	Q2	1.400001	1.398949	1.407426	1.397167	1.438511	-0.001782	-0.010259	-0.041344	0.039562	-0.003962	1		0	-0.003991	1		0
CMP00673	1	256	1	1	1	1	2	TypeXIIIB_Ne144	1	1	1	0.987627	Q2	1.425879	1.421767	1.344659	1.372915	1.402191	-0.048852	0.028256	-0.029276	-0.019576	0.031686	1		0	0.017636	1		0
CMP00674	1	177	1	1	1	1	3	TypeIIIA2	0	1	0	0.989038	Q3	1.440636	1.437522	1.412796	1.40085	1.419275	-0.036672	-0.011946	-0.018425	-0.018247	0.009659	1	0.012988	1	0.003309	1		0
CMP00675	1	128	1	1	1	1	4	OutgroupA	0	1	0	0.991442	Q4	1.369437	1.339797	1.33083	1.339671	1.300228	-0.000126	0.008841	0.039443	-0.039569	0.013939	1	0.03485	1	0.01989	1		0
CMP00676	1	137	1	1	1	1	0	OutgroupA	1	1	1	0.978144	Q1	1.317854	1.205888	1.23855	1.225514	1.238058	0.019626	-0.013036	-0.012544	0.03217	0.071999	1	0.045827	1	0.001191	1		0
CMP00677	1	126	1	1	1	1	1	OutgroupA	0	1	0	0.991414	Q4	1.433049	1.420222	1.415486	1.404846	1.40384	-0.015376	-0.01064	0.001006	-0.016382	0.034498	1	0.01636	1	-0.001011	1		0
CMP00678	1	161	1	1	1	1	2	TypeIB2_firmi	0	0	0	0.987636	Q2	1.389027	1.313301	1.366637	1.338257	1.409929	0.024956	-0.02838	-0.071672	0.096628		0		0	-0.00711	1		0
CMP00679	1	99	1	1	1	1	3	TypeIIIA3	0	0	1	0.984206	Q2	1.439678	1.432432	1.453265	1.397742	1.408456	-0.03469	-0.055523	-0.010714	-0.023976	0.021628	1	0.019635	1	0.007736	1		0
CMP00680	1	135	1	1	1	1	4	OutgroupA	0	1	0	0.981117	Q1	1.318856	1.373638	1.212757	1.18196	1.1852	-0.191678	-0.030797	-0.00324	-0.188438	0.023343	1		0	0.008253	1		0
CMP00681	1	131	1	1	1	1	0	OutgroupA	0	0	0	0.973474	Q1	1.448723	1.42878	1.421747	1.414202	1.322995	-0.014578	-0.007545	0.091207	-0.105785	0.020438	1		0	0.035275	1		0
CMP00682	1	232	1	1	1	1	1	Ec107_like	0	0	1	0.986173	Q2	1.400189	1.406155	1.400548	1.393894	1.365365	-0.012261	-0.006654	0.028529	-0.04079	0.022215	1		0	0.029607	1		0
CMP00683	1	133	1	1	1	1	2	TypeIIIA1	0	0	0	0.978347	Q1	1.41666	1.367823	1.413783	1.364652	1.443185	-0.003171	-0.049131	-0.078533	0.075362	0.039172	1		0	0.039172	1		0
CMP00684	1	145	1	1	1	1	3	Ec107_like	0	0	0	0.980229	Q1	1.392708	1.409492	1.416643	1.405601	1.421498	-0.003891	-0.011042	-0.015897	0.012006	0.020653	1	0.003659	1	-0.007723	1		0
CMP00685	1	139	1	1	1	1	4	TypeIIIA1	0	0	1	0.994643	Q4	1.407253	1.369714	1.390299	1.367464	1.394446	-0.00225	-0.022835	-0.026982	0.024732	0.005604	1	0.007392	1	0.000833	1		0
CMP00686	1	131	1	1	1	1	0	TypeIC1_IC2	0	1	0	0.993713	Q4	1.452007	1.345529	1.39633	1.406693	1.390134	0.061164	0.010363	0.016559	0.044605	0.040588	1	0.022951	1	-0.005507	1		0
CMP00687	1	132	1	1	1	1	1	TypeIC1_IC2	0	0	0	0.992753	Q4	1.319976	1.221753	1.233329	1.175753	1.198767	-0.046	-0.057576	-0.023014	-0.022986	0.038002	1	0.011506	1	-0.024581	1		0
CMP00688	1	144	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.988644	Q3	1.426722	1.378071	1.391813	1.372332	1.406973	-0.005739	-0.019481	-0.034641	0.028902	0.000889	1	0.001231	1	-0.001567	1		0
CMP00689	1	125	1	1	1	1	3	OutgroupA	0	0	0	0.988228	Q3	1.378148	1.378249	1.358	1.340424	1.385269	-0.037825	-0.017576	-0.044845	0.00702	0.033496	1	0.0176	1	0.009911	1		0
CMP00690	1	136	1	1	1	1	4	TypeIB1	0	0	0	0.969719	Q1	1.465108	1.477842	1.507628	1.491168	1.457066	0.013326	-0.01646	0.034102	-0.020776	0.05239	1		0	0.020904	1		0
CMP00691	1	152	1	1	1	1	0	TypeIIIA1	1	1	0	0.988108	Q3	1.429759	1.390408	1.406742	1.395062	1.388319	0.004654	-0.01168	0.006743	-0.002089	0.015709	1	0.022576	1	0.023893	1		0
CMP00692	1	131	1	1	1	1	1	OutgroupA	0	1	0	0.984266	Q2	1.402923	1.393079	1.3925	1.3737	1.385244	-0.019379	-0.0188	-0.011544	-0.007835	0.003194	1	0.000933	1	-0.003855	1		0
CMP00693	1	245	1	1	1	1	2	TypeIIIA3	0	0	0	0.985046	Q2	1.418439	1.36342	1.376544	1.380035	1.387177	0.016615	0.003491	-0.007142	0.023757	0.010467	1	0.008368	1	-0.000509	1		0
CMP00694	1	151	1	1	1	1	3	TypeIA_IIAI	0	0	1	0.992055	Q4	1.413969	1.386357	1.364523	1.349668	1.369509	-0.036689	-0.014855	-0.019841	-0.016848	0.044651	1	0.025735	1	0.003704	1		0
CMP00695	1	135	1	1	1	1	4	OutgroupA	0	1	0	0.990537	Q3	1.365736	1.351342	1.232018	1.293033	1.269338	-0.058309	0.061015	0.023695	-0.082004	0.005463	1	0.029963	1	-0.015191	1		0
CMP00696	1	153	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.990353	Q3	1.400462	1.378349	1.351139	1.402157	1.3395	0.023808	0.051018	0.062657	-0.038849	-0.005371	1	-0.011593	1	-0.038152	1		0
CMP00697	1	130	1	1	1	1	1	TypeIIIA1	1	1	1	0.991666	Q4	1.459424	1.39892	1.399207	1.417611	1.39438	0.018691	0.018404	0.023231	-0.00454	0.004476	1	0.002639	1	0.004057	1		0
CMP00698	1	315	1	1	1	1	2	TypeIIIA3	0	1	0	0.989611	Q3	1.419087	1.394243	1.380735	1.391357	1.398676	-0.002886	0.010622	-0.007319	0.004433	0.004318	1	0.000806	1	-0.003798	1		0
CMP00699	1	124	1	1	1	1	3	OutgroupA	0	1	0	0.987381	Q2	1.379514	1.309755	1.250187	1.253646	1.261885	-0.056109	0.003459	-0.008239	-0.04787	0.001341	1		0	0.003393	1		0
CMP00700	1	181	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.990541	Q3	1.376263	1.431492	1.315528	1.295374	1.585729	-0.136118	-0.020154	-0.290355	0.154237	0.012422	1	0.013684	1	-0.003272	1		0
CMP00701	1	265	1	1	1	1	0	TypeIIIA3	1	1	0	0.982446	Q1	1.388324	1.354426	1.356317	1.355201	1.350959	0.000775	-0.001116	0.004242	-0.003467	0.015116	1		0	0.004411	1		0
CMP00702	1	144	1	1	1	1	1	TypeIX	0	1	0	0.990592	Q3	1.441788	1.439739	1.405627	1.412949	1.414331	-0.02679	0.007322	-0.001382	-0.025408	0.026914	1	0.044209	1	-0.000785	1		0
CMP00703	1	158	1	1	1	1	2	TypeXIII_Mx65	0	0	1	0.986235	Q2	1.419661	1.344454	1.368556	1.379476	1.424021	0.035022	0.01092	-0.044545	0.079567	-0.00118	1		0	0.001902	1		0
CMP00704	1	125	1	1	1	1	3	OutgroupA	0	0	0	0.986727	Q2	1.382899	1.357888	1.260944	1.282625	1.343289	-0.075263	0.021681	-0.060664	-0.014599	0.020866	1	0.01308	1	0.035516	1		0
CMP00705	1	149	1	1	1	1	4	TypeIIA3_proteo	0	0	0	0.976064	Q1	1.408996	1.421533	1.451703	1.465565	1.390435	0.044032	0.013862	0.07513	-0.031098	-0.001005	1		0	-0.030671	1		0
CMP00706	1	167	1	1	1	1	0	TypeIB2	0	1	1	0.994931	Q4	1.374832	1.941667	1.337252	1.328205	1.723962	-0.613462	-0.009047	-0.395757	-0.217705	0.020146	1	0.008294	1	0.009689	1		0
CMP00707	1	144	1	1	1	1	1	TypeIC1_IC2	0	0	0	0.988565	Q3	1.310954	1.231261	1.206435	1.149877	1.304763	-0.081384	-0.056558	-0.154886	0.073502	0.04871	1	0.018328	1	0.024691	1		0
CMP00708	1	134	1	1	1	1	2	TypeIC1_IC2	0	1	0	0.990611	Q3	1.428091	1.416058	1.29854	1.303723	1.390402	-0.112335	0.005183	-0.086679	-0.025656	0.00052	1	0.0104	1	-0.004054	1		0
CMP00709	1	182	1	1	1	1	3	TypeIIA3_firmi	0	1	1	0.990304	Q3	1.398853	1.37269	1.350304	1.336952	1.341982	-0.035738	-0.013352	-0.00503	-0.030708		0		0		0		0
CMP00710	1	158	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.964768	Q1	1.391628	1.382337	1.313167	1.303287	1.302935	-0.07905	-0.00988	0.000352	-0.079402	0.004456	1		0	0.028899	1		0
CMP00711	1	129	1	1	1	1	0	OutgroupA	0	0	0	0.975948	Q1	1.387666	1.305586	1.331972	1.311117	1.299966	0.005531	-0.020855	0.011151	-0.00562	0.03325	1	0.044552	1	0.020263	1		0
CMP00712	1	124	1	1	1	1	1	TypeIC1_IC2	0	1	0	0.993039	Q4	1.336501	1.217293	1.209936	1.270838	1.195992	0.053545	0.060902	0.074846	-0.021301	-0.055418	1	-0.05636	1	-0.101425	1		0
CMP00713	1	130	1	1	1	1	2	TypeIC1_IC2	0	1	0	0.987825	Q3	1.423359	1.408407	1.478998	1.290677	1.36121	-0.11773	-0.188321	-0.070533	-0.047197	0.022898	1	0.025548	1	-0.019387	1		0
CMP00714	1	131	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.993705	Q4	1.283228	1.188421	1.233695	1.118457	1.212468	-0.069964	-0.115238	-0.094011	0.024047	0.102706	1	0.103262	1	0.063492	1		0
CMP00715	1	281	1	1	1	1	4	TypeIIIA3	0	1	1	0.989051	Q3	1.445508	1.405518	1.395426	1.385357	1.420525	-0.020161	-0.010069	-0.035168	0.015007	0.019129	1	0.00896	1	0.00247	1		0
CMP00716	1	170	1	1	1	1	0	TypeIB2	0	1	0	0.991119	Q4	1.390825	1.497877	1.353397	1.363349	1.349549	-0.134528	0.009952	0.0138	-0.148328	0.000783	1		0	-0.00964	1		0
CMP00717	1	162	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.985523	Q2	1.41172	1.382029	1.389574	1.3548	1.391623	-0.027229	-0.034774	-0.036823	0.009594	0.002551	1	0.000638	1	-0.004469	1		0
CMP00718	1	148	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.991332	Q4	1.435733	1.40235	1.40879	1.444981	1.44253	0.042631	0.036191	0.002451	0.04018	-0.030497	1	-0.033379	1	-0.022421	1		0
CMP00719	1	127	1	1	1	1	3	OutgroupA	0	1	0	0.986248	Q2	1.43832	1.333938	1.263161	1.233762	1.365284	-0.100176	-0.029399	-0.131522	0.031346	0.095739	1		0	0.039668	1		0
CMP00720	1	135	1	1	1	1	4	TypeIIIA1	0	1	0	0.986551	Q2	1.423118	1.367449	1.440752	1.338772	1.310843	-0.028677	-0.10198	0.027929	-0.056606	0.071951	1	0.037382	1	0.008994	1		0
CMP00721	1	129	1	1	1	1	0	OutgroupA	0	0	1	0.990966	Q3	1.426395	1.378751	1.365728	1.376069	1.350331	-0.002682	0.010341	0.025738	-0.02842	0.037568	1	0.005216	1	-0.007862	1		0
CMP00722	1	131	1	1	1	1	1	OutgroupA	0	1	0	0.975985	Q1	1.378098	1.353615	1.323066	1.324135	1.343444	-0.02948	0.001069	-0.019309	-0.010171	0.007292	1	0.013547	1	0.003138	1		0
CMP00723	1	128	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.994108	Q4	1.457057	1.298682	1.290157	1.332362	1.186492	0.03368	0.042205	0.14587	-0.11219	-0.078396	1		0	-0.076216	1		0
CMP00724	1	131	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.996623	Q4	1.322579	1.259867	1.247569	1.298256	1.295107	0.038389	0.050687	0.003149	0.03524	-0.027696	1	-0.040569	1	-0.044481	1		0
CMP00725	1	165	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.991943	Q4	1.42982	1.493412	1.369597	1.405044	1.721203	-0.088368	0.035447	-0.316159	0.227791	0.040999	1	0.049776	1	0.01445	1		0
CMP00726	1	133	1	1	1	1	0	OutgroupA	1	1	0	0.989203	Q3	1.352807	1.278685	1.309581	1.300194	1.288493	0.021509	-0.009387	0.011701	0.009808	0.01943	1	0.020576	1	0.006741	1		0
CMP00727	1	274	1	1	1	1	1	TypeIIIA3	0	1	1	0.986368	Q2	1.403322	1.404768	1.394237	1.413266	1.399175	0.008498	0.019029	0.014091	-0.005593	0.04186	1		0	0.006952	1		0
CMP00728	1	128	1	1	1	1	2	TypeIC1_IC2	0	1	0	0.990206	Q3	1.428151	1.346643	1.225972	1.255705	1.251647	-0.090938	0.029733	0.004058	-0.094996	-0.01109	1	-0.009447	1	-0.027469	1		0
CMP00729	1	161	1	1	1	1	3	TypeIIA2	0	0	0	0.892305	Q1	1.434697	1.449618	1.520337	1.416674	1.559086	-0.032944	-0.103663	-0.142412	0.109468		0		0	0.039676	1		0
CMP00730	1	134	1	1	1	1	4	TypeIIIA1	0	1	0	0.989237	Q3	1.386928	1.418308	1.41135	1.370922	1.368691	-0.047386	-0.040428	0.002231	-0.049617	0.038331	1	0.023894	1	0.036372	1		0
CMP00731	1	136	1	1	1	1	0	TypeIIIA1	0	0	0	0.984011	Q2	1.454455	1.388335	1.423645	1.393797	1.406528	0.005462	-0.029848	-0.012731	0.018193	0.0069	1		0	-0.004638	1		0
CMP00732	1	161	1	1	1	1	1	TypeIB2	0	1	0	0.994737	Q4	1.433418	1.408774	1.418447	1.403771	1.405549	-0.005003	-0.014676	-0.001778	-0.003225	0.007518	1	0.00728	1	0.003326	1		0
CMP00733	1	138	1	1	1	1	2	OutgroupA	0	1	1	0.99099	Q3	1.40368	1.283284	1.269879	1.273548	1.282556	-0.009736	0.003669	-0.009008	-0.000728	0.059808	1	0.045636	1	0.017302	1		0
CMP00734	1	169	1	1	1	1	3	TypeIIIA1	0	1	0	0.986559	Q2	1.363562	1.340983	1.350658	1.355899	1.364616	0.014916	0.005241	-0.008717	0.023633	-0.00213	1		0	-0.008793	1		0
CMP00735	1	278	1	1	1	1	4	TypeIIIA3	0	1	0	0.989474	Q3	1.411241	1.386938	1.383515	1.369838	1.361049	-0.0171	-0.013677	0.008789	-0.025889	0.066848	1	0.007893	1	0.003985	1		0
CMP00736	1	250	1	1	1	1	0	TypeIIIA3	0	1	1	0.99447	Q4	1.42828	1.389821	1.387187	1.383948	1.386564	-0.005873	-0.003239	-0.002616	-0.003257	0.004405	1	0.002758	1	0.001799	1		0
CMP00737	1	134	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.932627	Q1	1.438476	1.536557	1.426044	1.506407	1.445142	-0.03015	0.080363	0.061265	-0.091415	0.007851	1		0	0.033174	1		0
CMP00738	1	200	1	1	1	1	2	TypeIIIA2	0	0	0	0.981949	Q1	1.422589	1.357631	1.40721	1.372261	1.351374	0.01463	-0.034949	0.020887	-0.006257	0.019553	1		0	0.027895	1		0
CMP00739	1	143	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.988127	Q3	1.34092	1.31208	1.198647	1.177532	1.257124	-0.134548	-0.021115	-0.079592	-0.054956	0.070599	1		0	0.055132	1		0
CMP00740	1	179	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.984633	Q2	1.38287	1.410857	1.338123	1.306428	1.397663	-0.104429	-0.031695	-0.091235	-0.013194	0.046022	1	0.041838	1	0.011107	1		0
CMP00741	1	153	1	1	1	1	0	TypeXIII_Mx65	0	1	0	0.975927	Q1	1.36581	1.320424	1.333169	1.356063	1.385321	0.035639	0.022894	-0.029258	0.064897	0.022332	1		0	0.022332	1		0
CMP00742	1	130	1	1	1	1	1	OutgroupA	0	1	1	0.98238	Q1	1.442909	1.413565	1.388955	1.370644	1.39218	-0.042921	-0.018311	-0.021536	-0.021385	0.032305	1	0.070337	1	0.011542	1		0
CMP00743	1	176	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.988854	Q3	1.430304	1.384768	1.389881	1.373042	1.396666	-0.011726	-0.016839	-0.023624	0.011898	0.004063	1	0.000999	1	0.002415	1		0
CMP00744	1	195	1	1	1	1	3	TypeXIIIB_Ne144	0	0	0	0.974258	Q1	1.452162	1.430168	1.413049	1.464968	1.400133	0.0348	0.051919	0.064835	-0.030035	-0.024372	1	-0.034449	1	-0.039456	1		0
CMP00745	1	139	1	1	1	1	4	TypeIB1	0	0	1	0.983344	Q2	1.417127	1.410437	1.428902	1.426493	1.504671	0.016056	-0.002409	-0.078178	0.094234	0.010017	1		0	0.047052	1		0
CMP00746	1	142	1	1	1	1	0	TypeIC1_IC2	0	0	0	0.986563	Q2	1.438433	1.365263	1.402358	1.387118	1.372288	0.021855	-0.01524	0.01483	0.007025	0.026705	1	0.058071	1	0.00617	1		0
CMP00747	1	130	1	1	1	1	1	TypeIC1_IC2	0	1	0	0.98887	Q3	1.321756	1.238326	1.246802	1.211714	1.228817	-0.026612	-0.035088	-0.017103	-0.009509	-0.022845	1		0	-0.043117	1		0
CMP00748	1	269	1	1	1	1	2	TypeIIIA3	0	1	1	0.993369	Q4	1.413975	1.397602	1.404004	1.393452	1.40634	-0.00415	-0.010552	-0.012888	0.008738	0.002412	1	0.007426	1	0.002786	1		0
CMP00749	1	143	1	1	1	1	3	TypeIB1	0	1	0	0.991376	Q4	1.426292	1.418556	1.392677	1.392637	1.345973	-0.025919	-4e-05	0.046664	-0.072583	0.011808	1	0.017056	1	-0.012538	1		0
CMP00750	1	141	1	1	1	1	4	TypeIB1	1	1	0	0.987907	Q3	1.414171	1.255122	1.255662	1.243861	1.084926	-0.011261	-0.011801	0.158935	-0.170196	0.018969	1	0.035865	1	0.060732	1		0
CMP00751	1	205	1	1	1	1	0	Ec107_like	0	0	1	0.988014	Q3	1.41363	1.438385	1.358575	1.350286	1.457744	-0.088099	-0.008289	-0.107458	0.019359		0		0	0.006818	1		0
CMP00752	1	162	1	1	1	1	1	TypeIB2	1	1	0	0.994038	Q4	1.409829	1.399923	1.387994	1.387136	1.410821	-0.012787	-0.000858	-0.023685	0.010898	0.004383	1	0.001244	1	0.000966	1		0
CMP00753	1	127	1	1	1	1	2	OutgroupA	0	1	0	0.988344	Q3	1.420798	1.280279	1.257674	1.274165	1.299973	-0.006114	0.016491	-0.025808	0.019694	0.041144	1	0.035223	1	0.011388	1		0
CMP00754	1	155	1	1	1	1	3	TypeIA_IIAI	0	0	1	0.991162	Q4	1.403827	1.394058	1.377696	1.37247	1.380856	-0.021588	-0.005226	-0.008386	-0.013202	0.000857	1	0.004909	1	0.00105	1		0
CMP00755	1	163	1	1	1	1	4	TypeIB2	0	1	0	0.989064	Q3	1.432602	1.554923	1.4116	1.389483	1.49256	-0.16544	-0.022117	-0.103077	-0.062363	0.026852	1	0.040698	1	0.087355	1		0
CMP00756	1	150	1	1	1	1	0	TypeXIII_Mx65	0	0	0	0.975494	Q1	1.438068	1.370475	1.368114	1.402454	1.359537	0.031979	0.03434	0.042917	-0.010938	0.018184	1		0	0.018184	1		0
CMP00757	1	183	1	1	1	1	1	Ec107_like	0	0	0	0.969783	Q1	1.417687	1.410258	1.469579	1.437942	1.417556	0.027684	-0.031637	0.020386	0.007298	-0.004205	1		0	-0.026927	1		0
CMP00758	1	172	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.986401	Q2	1.436998	1.39945	1.409949	1.416702	1.422016	0.017252	0.006753	-0.005314	0.022566	0.018739	1	0.013307	1	0.006227	1		0
CMP00759	1	137	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.983173	Q2	1.433108	1.495304	1.421649	1.342748	1.379845	-0.152556	-0.078901	-0.037097	-0.115459	0.025344	1		0	0.012874	1		0
CMP00760	1	116	1	1	1	1	4	OutgroupA	0	0	0	0.958488	Q1	1.362429	1.543629	1.371763	1.37611	1.445398	-0.167519	0.004347	-0.069288	-0.098231	0.076516	1	0.087062	1	0.028559	1		0
CMP00761	1	130	1	1	1	1	0	OutgroupA	0	0	0	0.986317	Q2	1.349555	1.314105	1.287905	1.29354	1.300948	-0.020565	0.005635	-0.007408	-0.013157	0.042999	1	0.05777	1	0.007177	1		0
